duppl,AphiaID,Taxon,PhytoplanktonType
FALSE,109960,Ceratium karstenii,Dinoflagellate
FALSE,109961,Ceratium kofoidii,Dinoflagellate
FALSE,109962,Ceratium limulus,Dinoflagellate
FALSE,109963,Ceratium lineatum,Dinoflagellate
FALSE,109964,Ceratium longipes,Dinoflagellate
FALSE,109965,Ceratium longirostrum,Dinoflagellate
FALSE,109967,Ceratium macroceros,Dinoflagellate
FALSE,109968,Ceratium massiliense,Dinoflagellate
FALSE,109969,Ceratium minutum,Dinoflagellate
FALSE,109971,Ceratium pavillardii,Dinoflagellate
FALSE,109972,Ceratium pentagonum,Dinoflagellate
FALSE,109974,Ceratium pulchellum,Dinoflagellate
FALSE,109975,Ceratium ranipes,Dinoflagellate
FALSE,109977,Ceratium setaceum,Dinoflagellate
FALSE,109979,Ceratium symmetricum,Dinoflagellate
FALSE,109980,Ceratium teres,Dinoflagellate
FALSE,109981,Ceratium trichoceros,Dinoflagellate
FALSE,109982,Ceratium tripos,Dinoflagellate
FALSE,109983,Ceratium vultur,Dinoflagellate
FALSE,109992,Micracanthodinium claytonii,Dinoflagellate
FALSE,109993,Micracanthodinium setiferum,Dinoflagellate
FALSE,109998,Crypthecodinium cohnii,Dinoflagellate
FALSE,110001,Diplopsalis lenticula,Dinoflagellate
FALSE,110005,Amphidoma caudata,Dinoflagellate
FALSE,110007,Amylax triacantha,Dinoflagellate
FALSE,110009,Gonyaulax alaskenses,Dinoflagellate
FALSE,110014,Gonyaulax diegensis,Dinoflagellate
FALSE,110015,Gonyaulax digitale,Dinoflagellate
FALSE,110023,Gonyaulax grindleyi,Dinoflagellate
FALSE,110035,Gonyaulax polygramma,Dinoflagellate
FALSE,110038,Gonyaulax rugosum,Dinoflagellate
FALSE,110039,Gonyaulax scrippsae,Dinoflagellate
FALSE,110041,Gonyaulax spinifera,Dinoflagellate
FALSE,110043,Gonyaulax turbynei,Dinoflagellate
FALSE,110045,Gonyaulax verior,Dinoflagellate
FALSE,110048,Spiraulax kofoidii,Dinoflagellate
FALSE,110067,Boreadinium pisiforme,Dinoflagellate
FALSE,110069,Adenoides eludens,Dinoflagellate
FALSE,110073,Corythrodinium diploconus,Dinoflagellate
FALSE,110077,Corythodinium tesselatum,Dinoflagellate
FALSE,110079,Oxytoxum adriaticum,Dinoflagellate
FALSE,110082,Oxytoxum caudatum,Dinoflagellate
FALSE,110085,Oxytoxum constrictum,Dinoflagellate
FALSE,110087,Oxytoxum crassum,Dinoflagellate
FALSE,110090,Oxytoxum curvatum,Dinoflagellate
FALSE,110094,Oxytoxum elegans,Dinoflagellate
FALSE,110097,Oxytoxum laticeps,Dinoflagellate
FALSE,110100,Oxytoxum longum,Dinoflagellate
FALSE,110102,Oxytoxum mediterraneum,Dinoflagellate
FALSE,110103,Oxytoxum milneri,Dinoflagellate
FALSE,110115,Oxytoxum scolopax,Dinoflagellate
FALSE,110116,Oxytoxum sphaeroideum,Dinoflagellate
FALSE,110122,Oxytoxum viride,Dinoflagellate
FALSE,110127,Sabulodinium undulatum,Dinoflagellate
FALSE,110130,Coolia monotis,Dinoflagellate
FALSE,110131,Diplopelta asymmetrica,Dinoflagellate
FALSE,110138,Diplopsalopsis latipeltata,Dinoflagellate
FALSE,110139,Diplopsalopsis orbicularis,Dinoflagellate
FALSE,110146,Glenodinium danicum,Dinoflagellate
FALSE,110152,Heterocapsa rotundata,Dinoflagellate
FALSE,110153,Heterocapsa triquetra,Dinoflagellate
FALSE,110154,Kryptoperidinium foliaceum,Dinoflagellate
FALSE,110155,Oblea rotunda,Dinoflagellate
FALSE,110156,Peridiniella catenata,Dinoflagellate
FALSE,110168,Scrippsiella lachrymosa,Dinoflagellate
FALSE,110172,Scrippsiella trochoidea,Dinoflagellate
FALSE,110178,Blepharocysta paulsenii,Dinoflagellate
FALSE,110183,Peridinium cinctum,Dinoflagellate
FALSE,110185,Peridinium gargantua,Dinoflagellate
FALSE,110198,Peridinium willei,Dinoflagellate
FALSE,110199,Podolampas bipes,Dinoflagellate
FALSE,110201,Podolampas elegans,Dinoflagellate
FALSE,110202,Podolampas spinifera,Dinoflagellate
FALSE,110204,Lebouraia minuta,Dinoflagellate
FALSE,110205,Protoperidinium achromaticum,Dinoflagellate
FALSE,110206,Protoperidinium avellana,Dinoflagellate
FALSE,110208,Protoperidinium bipes,Dinoflagellate
FALSE,110209,Protoperidinium breve,Dinoflagellate
FALSE,110210,Protoperidinium brevipes,Dinoflagellate
FALSE,110212,Protoperidinium conicoides,Dinoflagellate
FALSE,110213,Protoperidinium conicum,Dinoflagellate
FALSE,110214,Protoperidinium crassipes,Dinoflagellate
FALSE,110215,Protoperidinium curtipes,Dinoflagellate
FALSE,110216,Protoperidinium denticulatum,Dinoflagellate
FALSE,110217,Protoperidinium depressum,Dinoflagellate
FALSE,110218,Protoperidinium diabolus,Dinoflagellate
FALSE,110219,Protoperidinium divergens,Dinoflagellate
FALSE,110220,Protoperidinium excentricum,Dinoflagellate
FALSE,110223,Protoperidinium granii,Dinoflagellate
FALSE,110228,Protoperidinium laticeps,Dinoflagellate
FALSE,110229,Protoperidinium leonis,Dinoflagellate
FALSE,110231,Protoperidinium mariaelebouriae,Dinoflagellate
FALSE,110233,Protoperidinium minutum,Dinoflagellate
FALSE,110234,Protoperidinium mite,Dinoflagellate
FALSE,110237,Protoperidinium nudum,Dinoflagellate
FALSE,110238,Protoperidinium oblongum,Dinoflagellate
FALSE,110239,Protoperidinium obtusum,Dinoflagellate
FALSE,110240,Protoperidinium oceanicum,Dinoflagellate
FALSE,110241,Protoperidinium ovatum,Dinoflagellate
FALSE,110244,Protoperidinium pallidum,Dinoflagellate
FALSE,110245,Protoperidinium pellucidum,Dinoflagellate
FALSE,110247,Protoperidinium pentagonum,Dinoflagellate
FALSE,110248,Protoperidinium punctulatum,Dinoflagellate
FALSE,110249,Protoperidinium pyriforme,Dinoflagellate
FALSE,110250,Protoperidinium quarense,Dinoflagellate
FALSE,110251,Protoperidinium saltans,Dinoflagellate
FALSE,110257,Protoperidinium steinii,Dinoflagellate
FALSE,110258,Protoperidinium subicurvipes,Dinoflagellate
FALSE,110259,Protoperidinium subinerme,Dinoflagellate
FALSE,110260,Protoperidinium thorianum,Dinoflagellate
FALSE,110266,Pyrophacus horologicum,Dinoflagellate
FALSE,110273,Thecadinium kofoidii,Dinoflagellate
FALSE,110284,Oxyphysis oxytoxoides,Dinoflagellate
FALSE,110291,Prorocentrum aporum,Dinoflagellate
FALSE,110293,Prorocentrum balticum,Dinoflagellate
FALSE,110295,Prorocentrum compressum,Dinoflagellate
FALSE,110298,Prorocentrum dentatum,Dinoflagellate
FALSE,110300,Prorocentrum gracile,Dinoflagellate
FALSE,110301,Prorocentrum lima,Dinoflagellate
FALSE,110302,Prorocentrum maximum,Dinoflagellate
FALSE,110303,Prorocentrum micans,Dinoflagellate
FALSE,110304,Prorocentrum minimum,Dinoflagellate
FALSE,110310,Prorocentrum redfieldii,Dinoflagellate
FALSE,110311,Prorocentrum rostratum,Dinoflagellate
FALSE,110312,Prorocentrum rotundatum,Dinoflagellate
FALSE,110314,Prorocentrum scutellum,Dinoflagellate
FALSE,110316,Prorocentrum triestinum,Dinoflagellate
FALSE,110321,Protoceratium reticulatum,Dinoflagellate
FALSE,110324,Dissodinium pseudocalani,Dinoflagellate
FALSE,110325,Dissodinium pseudolunula,Dinoflagellate
FALSE,110326,Dissodium asymmetricum,Dinoflagellate
FALSE,110328,Pyrocystis fusiformis,Dinoflagellate
FALSE,110332,Pyrocystis noctiluca,Dinoflagellate
FALSE,110398,Diastylis,
FALSE,110427,Pseudocuma,
FALSE,110487,Diastylis rathkei,
FALSE,110652,Eutreptiella gymnastica,
FALSE,110671,Euphausiid,
FALSE,110678,Stylocheiron,
FALSE,110679,Thysanoessa spp. furcilia,
FALSE,110690,Meganyctiphanes norvegica,
FALSE,110708,Thysanoessa inermis,
FALSE,110709,Thysanoessa longicaudata adult,
FALSE,110711,Thysanoessa raschii,
FALSE,110722,Cheilostomatida,
FALSE,111054,Tubilipora,
FALSE,115057,Prymnesiophyceae,Haptophyte
FALSE,115058,Mischococcales,Xanthophyte
FALSE,115059,Coccosphaerales,Haptophyte
FALSE,115060,Isochrysidales,Haptophyte
FALSE,115061,Prymnesiales,Haptophyte
FALSE,115063,Pleurochloridaceae,Xanthophyte
FALSE,115070,Gephyrocapsaceae,Haptophyte
FALSE,115073,Prymnesiaceae,Haptophyte
FALSE,115075,Meringosphaera,Chlorophyte
FALSE,115082,Pontosphaera,Haptophyte
FALSE,115086,Emiliania,Haptophyte
FALSE,115088,Phaeocystis,Haptophyte
FALSE,115090,Chrysochromulina,Haptophyte
FALSE,115104,Emiliania huxleyi,Haptophyte
FALSE,115106,Phaeocystis pouchetii,Haptophyte
FALSE,115116,Chrysochromulina ericina,Haptophyte
FALSE,115119,Chrysochromulina hirta,Haptophyte
FALSE,115126,Chrysochromulina parkeae,Haptophyte
FALSE,115127,Chrysochromulina polylepis,Haptophyte
FALSE,115128,Chrysochromulina pringsheimii,Haptophyte
FALSE,115129,Chrysochromulina spinifera,Haptophyte
FALSE,115153,Harpacticidae,
FALSE,115186,Aegisthus,
FALSE,115273,Clytemnestra,
FALSE,115341,Microsetella,
FALSE,115348,Euterpina,
FALSE,115351,Tigriopus,
FALSE,115403,Longipedia,
FALSE,115427,Alteutha,
FALSE,115470,Thalestris,
FALSE,115484,Tisbe,
FALSE,115508,Aegisthus aculeatus,
FALSE,115509,Aegisthus mucronatus,
FALSE,115805,Clytemnestra scutellata,
FALSE,116115,Microsetella norvegica C1-6,
FALSE,116116,Microsetella rosea C1-6,
FALSE,116162,Euterpina acutifrons,
FALSE,116183,Tigriopus brevicornis,
FALSE,116383,Miracia efferata,
FALSE,116452,Alteutha interrupta,
FALSE,116598,Parathalestris cronii,
FALSE,116998,Aequorea,
FALSE,117015,Bougainvillia,
FALSE,117030,Clytia,
FALSE,117034,Obelia,
FALSE,117056,Turritopsis,
FALSE,117070,Sarsia,
FALSE,117082,Eutima,
FALSE,117095,Euphysa,
FALSE,117117,Hydractinia,
FALSE,117178,Amphinema spp.,
FALSE,117183,Leuckartiara,
FALSE,117211,Rathkea,
FALSE,117212,Aglantha,
FALSE,117252,Tiaropsis,
FALSE,117321,Bougainvillia britannica,
FALSE,117328,Bougainvillia muscus,
FALSE,117329,Bougainvillia principis,
FALSE,117345,Lizzia blondina,
FALSE,117368,Clytia hemisphaerica,
FALSE,117388,Obelia geniculata,
FALSE,117452,Corymorpha nutans,
FALSE,117491,Sarsia tubulosa,
FALSE,117512,Eirene viridula,
FALSE,117515,Eutima gracilis,
FALSE,117517,Eutonina indicans,
FALSE,117521,Helgicirrha cari,
FALSE,117527,Tima bairdii,
FALSE,117535,Eucheilota maculata,
FALSE,117561,Euphysa aurata,
FALSE,117568,Liriope tetraphylla,
FALSE,117653,Podocoryna aereolata,
FALSE,117654,Podocoryna borealis,
FALSE,117725,Laodicea undulata,
FALSE,117736,Lovenella clausa,
FALSE,117743,Melicertum octocostatum,
FALSE,117747,Cosmetira pilosella,
FALSE,117754,Mitrocomella brownei,
FALSE,117755,Mitrocomella polydiademata,
FALSE,117791,Leuckartiara octona,
FALSE,117796,Neoturris pileata,
FALSE,117804,Phialella quadrata,
FALSE,117836,Proboscidactyla stellata,
FALSE,117848,Rathkea octopunctata,
FALSE,117849,Aglantha digitale,
FALSE,117947,Solmaris corona,
FALSE,117970,Modeeria rotunda,
FALSE,117978,Tiaropsis multicirrata,
FALSE,117982,Ectopleura dumortierii,
FALSE,117988,Hybocodon prolifer,
FALSE,117998,Zanclea costata,
FALSE,118011,Cryothecomonas,
FALSE,118014,Ebria,
FALSE,118027,Solenicola,Ciliate
FALSE,118028,Telonema,
FALSE,118047,Cryothecomonas scybalophora,
FALSE,118051,Ebria tripartita,
FALSE,118071,Rhizomonas setigera,
FALSE,118073,Solenicola setigera,Ciliate
FALSE,118075,Telonema subtile,
FALSE,118278,Gnathiidae,
FALSE,118437,Gnathia,
FALSE,119077,Leucocryptos marina,Cryptophyte
FALSE,119081,Kathablepharis remigera,
FALSE,119270,Nitzschia,
TRUE,119270,Nitzschia,
TRUE,119270,Nitzschia,
FALSE,119723,Kuhnia scombri,
FALSE,119777,Monstrillidae C1-6,
FALSE,119780,Monstrilla,
FALSE,119805,Monstrilla longiremis,
FALSE,119816,Mormonilla,
FALSE,119822,Mysidae,
FALSE,119859,Gastrosaccus,
FALSE,119930,Gnathophausia zoea,
FALSE,119950,Anchialina agilis,
FALSE,120566,Vannella,
FALSE,123080,Asteroidea,
FALSE,123082,Echinoidea,
FALSE,123083,Holothuroidea,
FALSE,123084,Ophiuroidea,
FALSE,123106,Spatangoida,
FALSE,123200,Ophiuridae,
FALSE,123219,Asterias,
FALSE,123386,Echinus,
FALSE,123426,Echinocardium,
FALSE,123574,Ophiura,
FALSE,123613,Amphiura,
FALSE,123776,Asterias rubens,
FALSE,123922,Luidia sarsii,
FALSE,124319,Psammechinus miliaris,
FALSE,125080,Amphiura filiformis,
FALSE,125131,Ophiothrix fragilis,
FALSE,125464,Clupeidae larva,
FALSE,125516,Ammodytidae larva,
FALSE,125522,Callionymidae,
FALSE,125537,Gobiidae,
FALSE,125606,Syngnathidae,
FALSE,125724,Engraulis,
FALSE,125732,Gadus,
FALSE,125741,Ciliata,
FALSE,125909,Ammodytes,
FALSE,125911,Hyperoplus,
FALSE,126109,Arnoglossus,
FALSE,126175,Sebastes,
FALSE,126227,Syngnathus,
FALSE,126281,Anguilla anguilla,
FALSE,126417,Clupea harengus,
FALSE,126421,Sardina pilchardus,
FALSE,126425,Sprattus sprattus,
FALSE,126426,Engraulis encrasicolus,
FALSE,126436,Gadus morhua,
FALSE,126437,Melanogrammus aeglefinus,
FALSE,126438,Merlangius merlangus,
FALSE,126440,Pollachius pollachius,
FALSE,126441,Pollachius virens,
FALSE,126442,Raniceps raninus,
FALSE,126444,Trisopterus esmarkii,
FALSE,126446,Trisopterus minutus,
FALSE,126448,Ciliata mustela,
FALSE,126449,Ciliata septentrionalis,
FALSE,126513,Diplecogaster bimaculata,
FALSE,126751,Ammodytes marinus,
FALSE,126754,Gymnammodytes semisquamatus,
FALSE,126755,Hyperoplus immaculatus,
FALSE,126756,Hyperoplus lanceolatus,
FALSE,126768,Lipophrys pholis,
FALSE,126792,Callionymus lyra,
FALSE,126822,Trachurus trachurus,
FALSE,126868,Aphia minuta,
FALSE,126878,Crystallogobius linearis,
FALSE,126898,Gobiusculus flavescens,
FALSE,126927,Pomatoschistus microps,
FALSE,126928,Pomatoschistus minutus,
FALSE,126930,Pomatoschistus pictus,
FALSE,126964,Ctenolabrus rupestris,
FALSE,126965,Labrus bergylta,
FALSE,126996,Pholis gunnellus,
FALSE,127023,Scomber scombrus,
FALSE,127126,Arnoglossus laterna,
FALSE,127136,Glyptocephalus cynoglossus,
FALSE,127137,Hippoglossoides platessoides,
FALSE,127139,Limanda limanda,
FALSE,127140,Microstomus kitt,
FALSE,127143,Pleuronectes platessa,
FALSE,127147,Phrynorhombus norvegicus,
FALSE,127153,Buglossidium luteum,
FALSE,127160,Solea solea,
FALSE,127190,Agonus cataphractus,
FALSE,127201,Micrenophrys lilljeborgii,
FALSE,127203,Myoxocephalus scorpius,
FALSE,127204,Taurulus bubalis,
FALSE,127219,Liparis liparis,
FALSE,127220,Liparis montagui,
FALSE,127379,Entelurus aequoreus,
FALSE,127482,Halocyprididae,
FALSE,127778,Conchoecissa imbricata,
FALSE,127782,Discoconchoecia elegans,
FALSE,127820,Mikroconchoecia curta,
FALSE,128545,Phoronis,
FALSE,128549,Phoronis muelleri,
FALSE,128567,Clausidiidae,
FALSE,128569,Corycaeidae,
FALSE,128586,Oncaeidae C1-6,
FALSE,128634,Corycaeus,
FALSE,128639,Urocorycaeus,
FALSE,128672,Lubbockia,
FALSE,128690,Oncaea,
FALSE,128721,Copilia spp.,
FALSE,128722,Sapphirina,
FALSE,128775,Giardella callianassae,
FALSE,128776,Giardella thompsoni,
FALSE,128795,Agetus flaccus,
FALSE,128797,Agetus typicus,
FALSE,128800,Corycaeus speciosus,
FALSE,128805,Ditrichocorycaeus anglicus,
FALSE,128806,Ditrichocorycaeus brehmi,
FALSE,128818,Onychocorycaeus latus,
FALSE,128819,Onychocorycaeus ovalis,
FALSE,128821,Urocorycaeus furcifer,
FALSE,128929,Oncaea curta,
FALSE,128938,Oncaea media,
FALSE,128939,Oncaea mediterranea,
FALSE,128954,Oncaea venusta,
FALSE,128957,Triconia conifera,
FALSE,129041,Sapphirina angusta,
FALSE,129046,Sapphirina gemma,
FALSE,129049,Sapphirina iris,
FALSE,129062,Vettoria granulosa,
FALSE,129341,Magelona,
FALSE,129370,Nephtys,
FALSE,129427,Owenia,
FALSE,129437,Pectinaria,
FALSE,129455,Phyllodoce,
FALSE,129471,Poecilochaetus,
FALSE,129472,Polygordius,
FALSE,129491,Harmothoe,
FALSE,129520,Sabellaria,
FALSE,129619,Polydora,
FALSE,129646,Autolytus,
FALSE,129659,Myrianida,
FALSE,129697,Lanice,
FALSE,129715,Tomopteris,
FALSE,130355,Nephtys caeca,
FALSE,130544,Owenia fusiformis,
FALSE,131187,Spiophanes bombyx,
FALSE,131554,Tomopteris helgolandica,
FALSE,131568,Tomopteris septentrionalis,
FALSE,134524,Nephroselmis,Chlorophyte
FALSE,134526,Tetraselmis,Chlorophyte
FALSE,134527,Cymbomonas,Chlorophyte
FALSE,134528,Halosphaera,Chlorophyte
FALSE,134529,Pyramimonas,Chlorophyte
FALSE,134530,Dolichomastix,Chlorophyte
FALSE,134531,Mamiella,Chlorophyte
FALSE,134533,Micromonas,Chlorophyte
FALSE,134534,Pseudoscourfieldia,Chlorophyte
FALSE,134535,Scourfieldia,Chlorophyte
FALSE,134541,Nephroselmis pyriformis,Chlorophyte
FALSE,134542,Nephroselmis rotunda,Chlorophyte
FALSE,134545,Cymbomonas tetramitiformis,Chlorophyte
FALSE,134546,Halosphaera viridis,Chlorophyte
FALSE,134550,Pyramimonas (Trichocystis) grossii,Chlorophyte
FALSE,134559,Pyramimonas virginica,Chlorophyte
FALSE,134562,Mamiella gilva,Chlorophyte
FALSE,134563,Mantoniella squamata,
FALSE,134564,Micromonas pusilla,Chlorophyte
FALSE,134566,Pseudoscourfieldia marina,Chlorophyte
FALSE,134798,Peltogaster paguri,
FALSE,134941,Keratella,
FALSE,134958,Synchaeta,
FALSE,134992,Keratella quadrata,
FALSE,135220,Scyphozoa,
FALSE,135259,Cyanea,
FALSE,135263,Aurelia spp. ephyra,
FALSE,135301,Cyanea capillata,
FALSE,135302,Cyanea lamarckii,
FALSE,135305,Pelagia noctiluca,
FALSE,135306,Aurelia aurita,
FALSE,135335,Physonectae,
FALSE,135338,Diphyidae,
FALSE,135344,Agalmatidae,
FALSE,135366,Muggiaea,
FALSE,135441,Muggiaea atlantica,
FALSE,135444,Muggiaea kochii,
FALSE,135484,Agalma elegans,
FALSE,135496,Nanomia cara,
FALSE,135513,Caligidae C1-6,
FALSE,135566,Caligus C1-6,
FALSE,136137,Squilla mantis,
FALSE,136761,Difflugia,
FALSE,136903,Paulinella ovalis,Cercozoa
FALSE,137212,Doliolida,
FALSE,137215,Doliolidae,
FALSE,137217,Salpidae,
FALSE,137222,Doliolum,
FALSE,137247,Doliolum nationalis,
FALSE,137272,Salpa fusiformis,
FALSE,137294,Protaspis glans,Cercozoa
FALSE,137751,Clio,
FALSE,137793,Clione,
FALSE,138101,Lamellaria spp. larva,
FALSE,138122,Limacina,
FALSE,138327,Peracle,
FALSE,138366,Pneumodermopsis,
FALSE,139178,Clione limacina,
FALSE,140227,Limacina retroversa,
FALSE,140266,Melarhaphe neritoides,
FALSE,140600,Eledone cirrhosa,
FALSE,140825,Pneumodermopsis ciliata,
FALSE,140826,Pneumodermopsis paucidens,
FALSE,142062,Leptoplanidae,
FALSE,142209,Alaurina,
FALSE,142785,Alaurina composita,
FALSE,143790,Ulotrichaceae,Chlorophyte
FALSE,143798,Volvocaceae,Chlorophyte
FALSE,143943,Uronema,
FALSE,144202,Microspora,Chlorophyte
FALSE,144302,Tribonema,Xanthophyte
FALSE,146142,Cyphonautes,
FALSE,146182,Rhynchobodo,
FALSE,146192,Chrysomonada,
FALSE,146203,Dinoflagellata,Dinoflagellate
FALSE,146208,Ebriaceae,
FALSE,146221,Discomitochondria,
FALSE,146222,Flagellates,Protozoa
FALSE,146230,Chrysophyceae,Chrysophyte
FALSE,146232,Dictyochophyceae,Silicoflagellate
FALSE,146419,Vertebrata,
FALSE,146420,Tunicata,
FALSE,146421,Appendicularia,
FALSE,146537,Cyanobacteria,Cyanobacteria
FALSE,146538,Lyngbya,Cyanobacteria
FALSE,146541,Spirulina,Cyanobacteria
FALSE,146542,Cyanophyceae,Cyanobacteria
FALSE,146543,Chroococcales,Cyanobacteria
FALSE,146545,Merismopedia,Cyanobacteria
FALSE,146546,Merismopedia warmingiana,Cyanobacteria
FALSE,146549,Oscillatoria,Cyanobacteria
FALSE,146551,Planktothrix,Cyanobacteria
FALSE,146552,Planktothrix agardhii,Cyanobacteria
FALSE,146554,Oscillatoria limosa,Cyanobacteria
FALSE,146557,Microcystis,Cyanobacteria
FALSE,146558,Microcystis aeruginosa,Cyanobacteria
FALSE,146560,Microcystis flos-aquae,Cyanobacteria
FALSE,146562,Aphanocapsa,Cyanobacteria
FALSE,146563,Aphanocapsa delicatissima,Cyanobacteria
FALSE,146565,Chroococcus,Cyanobacteria
FALSE,146568,Chroococcus limneticus,Cyanobacteria
FALSE,146570,Gomphosphaeria,Cyanobacteria
FALSE,146573,Coelosphaerium,Cyanobacteria
FALSE,146576,Merismopedia tenuissima,Cyanobacteria
FALSE,146577,Merismopedia punctata,Cyanobacteria
FALSE,146578,Merismopedia glauca,Cyanobacteria
FALSE,146585,Anabaena,Cyanobacteria
FALSE,146590,Anabaenopsis,Cyanobacteria
FALSE,146602,Gloeocapsa,Cyanobacteria
FALSE,146603,Oscillatoriales,Cyanobacteria
FALSE,146606,Pseudanabaenaceae,Cyanobacteria
FALSE,146617,Woronichinia,Cyanobacteria
FALSE,146618,Woronichinia naegeliana,Cyanobacteria
FALSE,146619,Coelosphaerium minutissimum,Cyanobacteria
FALSE,146624,Calothrix,Cyanobacteria
FALSE,146644,Snowella,
FALSE,146645,Snowella lacustris,Cyanobacteria
FALSE,146677,Planktolyngbya,Cyanobacteria
FALSE,146715,Aphanothece,Cyanobacteria
FALSE,147082,Parathemisto,
FALSE,148370,Daphnia,
FALSE,148378,Phoronidae,
FALSE,148898,Bacillariophyta,Diatom
FALSE,148899,Bacillariophyceae,Diatom
TRUE,148899,Bacillariophyceae,Diatom
TRUE,148899,Bacillariophyceae,Diatom
FALSE,148900,Coscinodiscophyceae,Diatom
FALSE,148902,Bacillariophycidae,Diatom
FALSE,148903,Thalassiosirales,Diatom
FALSE,148904,Thalassiosiraceae,Diatom
FALSE,148905,Cyclotella,Diatom
FALSE,148906,Cyclotella scaldensis,Diatom
FALSE,148907,Cyclotella atomus,Diatom
FALSE,148908,Cyclotella choctawhatcheeana,Diatom
FALSE,148909,Cyclotella meneghiniana,Diatom
FALSE,148911,Cyclotella striata,Diatom
FALSE,148912,Thalassiosira,Diatom
TRUE,148912,Thalassiosira,Diatom
TRUE,148912,Thalassiosira,Diatom
FALSE,148913,Thalassiosira angulata,Diatom
FALSE,148914,Thalassiosira anguste-lineata,Diatom
FALSE,148915,Coscinodiscales,Dinoflagellate
FALSE,148916,Coscinodiscaceae,Diatom
FALSE,148917,Coscinodiscus,Diatom
TRUE,148917,Coscinodiscus,Diatom
TRUE,148917,Coscinodiscus,Diatom
FALSE,148919,Thalassiosira decipiens,Diatom
FALSE,148922,Thalassiosira eccentrica,Diatom
FALSE,148923,Thalassiosira hendeyi,Diatom
FALSE,148925,Thalassiosira minima,Diatom
FALSE,148929,Thalassiosira nodulolineata,Diatom
FALSE,148931,Thalassiosira nordenskioeldii,Diatom
FALSE,148932,Thalassiosira pacifica,Diatom
FALSE,148933,Thalassiosira proschkinae,Diatom
FALSE,148934,Thalassiosira pseudonana,Diatom
FALSE,148936,Thalassiosira punctigera,Diatom
FALSE,148937,Thalassiosira angstii,Diatom
FALSE,148941,Ethmodiscus punctiger,Diatom
FALSE,148942,Thalassiosira rotula,Diatom
FALSE,148943,Hemidiscaceae,Diatom
FALSE,148944,Actinocyclus,Diatom
FALSE,148945,Actinocyclus normanii,Diatom
FALSE,148946,Heliopeltaceae,Diatom
FALSE,148947,Actinoptychus,Diatom
FALSE,148948,Actinoptychus senarius,Diatom
FALSE,148949,Actinoptychus splendens,Diatom
FALSE,148952,Fragilariaceae,Diatom
FALSE,148953,Asterionella,Diatom
FALSE,148954,Asterionella formosa,Diatom
FALSE,148955,Asterionella glacialis,Diatom
FALSE,148956,Asterionella kariana,Diatom
FALSE,148959,Aulacoseira,Diatom
FALSE,148960,Aulacoseira ambigua,Diatom
FALSE,148961,Aulacoseira granulata,Diatom
FALSE,148963,Odontella,Diatom
FALSE,148965,Biddulphiales,Diatom
FALSE,148966,Biddulphiaceae,Diatom
FALSE,148967,Biddulphia,Diatom
FALSE,148969,Biddulphia sinensis,Diatom
TRUE,148969,Trieres sinensis,Diatom
FALSE,148971,Coscinodiscophycidae,Diatom
FALSE,148980,Porosira,Diatom
FALSE,148981,Minidiscus,Diatom
FALSE,148984,Chaetocerotaceae,Diatom
FALSE,148985,Chaetoceros,Diatom
TRUE,148985,Chaetoceros,Diatom
TRUE,148985,Chaetoceros,Diatom
FALSE,148986,Chaetoceros mitra,Diatom
FALSE,148989,Cocconeis,Diatom
FALSE,148990,Cocconeis placentula,Diatom
FALSE,148991,Coscinodiscus commutatus,Diatom
FALSE,148992,Coscinodiscus concinnus,Diatom
FALSE,148994,Stephanodiscaceae,Diatom
FALSE,148996,Cyclostephanos dubius,Diatom
FALSE,148998,Cyclotella cryptica,Diatom
FALSE,149000,Cyclotella radiosa,Diatom
FALSE,149001,Bacillariales,Diatom
TRUE,149001,Bacillariales,Diatom
TRUE,149001,Bacillariales,Diatom
FALSE,149002,Bacillariaceae,Diatom
FALSE,149003,Cylindrotheca,Diatom
FALSE,149004,Cylindrotheca closterium,Diatom
FALSE,149006,Surirellaceae,Diatom
FALSE,149007,Cymatopleura,Diatom
FALSE,149008,Cymatopleura solea,Diatom
FALSE,149009,Cymatosirales,Diatom
FALSE,149010,Cymatosiraceae,Diatom
FALSE,149011,Cymatosira,Diatom
FALSE,149012,Cymatosira belgica,Diatom
FALSE,149013,Diatoma,Diatom
FALSE,149014,Diatoma tenuis,Diatom
FALSE,149015,Naviculales,Diatom
FALSE,149018,Diploneis,Diatom
FALSE,149019,Diploneis interrupta,Diatom
FALSE,149021,Lithodesmiaceae,Diatom
FALSE,149022,Ditylum,Diatom
FALSE,149023,Ditylum brightwellii,Diatom
FALSE,149027,Epithemia turgida,Diatom
FALSE,149028,Fragilaria,Diatom
FALSE,149031,Naviculaceae,Diatom
FALSE,149032,Pleurosigmataceae,Diatom
FALSE,149033,Gyrosigma,Diatom
FALSE,149034,Gyrosigma arcticum,Diatom
FALSE,149035,Gyrosigma acuminatum,Diatom
FALSE,149037,Leptocylindraceae,Diatom
FALSE,149038,Leptocylindrus,Diatom
FALSE,149039,Leptocylindrus minimus,Diatom
FALSE,149041,Melosiraceae,Diatom
FALSE,149042,Melosira,Diatom
FALSE,149043,Melosira varians,Diatom
FALSE,149044,Melosira nummuloides,Diatom
FALSE,149045,Nitzschia,Diatom
TRUE,149045,Nitzschia,Diatom
TRUE,149045,Nitzschia,Diatom
FALSE,149046,Nitzschia acicularis,Diatom
FALSE,149048,Triceratiales,Diatom
