AphiaID,Taxon,ZooHabitat
117654,Podocoryna borealis,NYA
154107,Sagitta setosa,Holoplankton
117736,Lovenella clausa,NYA
117743,Melicertum octocostatum,NYA
117747,Cosmetira pilosella,NYA
117754,Mitrocomella brownei,NYA
157675,Microcalanus pusillus,Holoplankton
157680,Pseudodiaptomus,Holoplankton
117796,Neoturris pileata,NYA
157684,Tortanus discaudatus,Holoplankton
159919,Podon polyphemoides,Holoplankton
196125,Scolecithricidae,Holoplankton
196874,Paraeuchaeta,Holoplankton
220914,Candacia simplex,Holoplankton
117970,Modeeria rotunda,NYA
220915,Candacia bispinosa,Holoplankton
117982,Ectopleura dumortierii,NYA
234125,Acartia discaudata,Holoplankton
117998,Zanclea costata,NYA
118011,Cryothecomonas,
118014,Ebria,
118027,Solenicola,
118028,Telonema,
118047,Cryothecomonas scybalophora,
118051,Ebria tripartita,
118071,Rhizomonas setigera,
118073,Solenicola setigera,
118075,Telonema subtile,
118278,Gnathiidae,NYA
118437,Gnathia,NYA
119077,Leucocryptos marina,
119081,Kathablepharis remigera,
119270,Nitzschia,NYA
119270,Nitzschia,NYA
119270,Nitzschia,NYA
119723,Kuhnia scombri,NYA
237874,Thysanoessa spinifera,Holoplankton
237965,Gaetanus tenuispinus,Holoplankton
247924,Diaptomus,Holoplankton
119816,Mormonilla,NYA
247981,Pleopis polyphemoides,Holoplankton
254316,Nyctiphanes couchii,Holoplankton
260629,Heterophryxus appendiculatus,Holoplankton
119950,Anchialina agilis,NYA
120566,Vannella,
334946,Tomopteris helgolandica,Holoplankton
123082,Echinoidea,NYA
123083,Holothuroidea,NYA
345781,Eucalanus hyalinus,Holoplankton
123106,Spatangoida,NYA
123200,Ophiuridae,NYA
123219,Asterias,NYA
123386,Echinus,NYA
123426,Echinocardium,NYA
123574,Ophiura,NYA
123613,Amphiura,NYA
345919,Acartia bifilosa,Holoplankton
345943,Acartia tonsa,Holoplankton
124319,Psammechinus miliaris,NYA
125080,Amphiura filiformis,NYA
125131,Ophiothrix fragilis,NYA
125464,Clupeidae larva,N/A
125516,Ammodytidae larva,N/A
125522,Callionymidae,N/A
125537,Gobiidae,N/A
125606,Syngnathidae,N/A
125724,Engraulis,N/A
125732,Gadus,NYA
125741,Ciliata,
125909,Ammodytes,NYA
125911,Hyperoplus,N/A
126109,Arnoglossus,N/A
126175,Sebastes,NYA
126227,Syngnathus,NYA
126281,Anguilla anguilla,NYA
126417,Clupea harengus,N/A
126421,Sardina pilchardus,N/A
126425,Sprattus sprattus,NYA
126426,Engraulis encrasicolus,N/A
126436,Gadus morhua,NYA
126437,Melanogrammus aeglefinus,N/A
126438,Merlangius merlangus,NYA
126440,Pollachius pollachius,NYA
126441,Pollachius virens,NYA
126442,Raniceps raninus,NYA
126444,Trisopterus esmarkii,NYA
126446,Trisopterus minutus,NYA
126448,Ciliata mustela,NYA
126449,Ciliata septentrionalis,NYA
126513,Diplecogaster bimaculata,NYA
126751,Ammodytes marinus,NYA
126754,Gymnammodytes semisquamatus,N/A
126755,Hyperoplus immaculatus,N/A
126756,Hyperoplus lanceolatus,N/A
126768,Lipophrys pholis,NYA
126792,Callionymus lyra,NYA
126822,Trachurus trachurus,NYA
126868,Aphia minuta,NYA
126878,Crystallogobius linearis,NYA
126898,Gobiusculus flavescens,NYA
126927,Pomatoschistus microps,NYA
126928,Pomatoschistus minutus,NYA
126930,Pomatoschistus pictus,NYA
126964,Ctenolabrus rupestris,NYA
126965,Labrus bergylta,NYA
126996,Pholis gunnellus,NYA
127023,Scomber scombrus,NYA
127126,Arnoglossus laterna,N/A
127136,Glyptocephalus cynoglossus,NYA
127137,Hippoglossoides platessoides,NYA
127139,Limanda limanda,N/A
127140,Microstomus kitt,NYA
127143,Pleuronectes platessa,N/A
127147,Phrynorhombus norvegicus,NYA
127153,Buglossidium luteum,NYA
127160,Solea solea,NYA
127190,Agonus cataphractus,NYA
127201,Micrenophrys lilljeborgii,NYA
127203,Myoxocephalus scorpius,NYA
127204,Taurulus bubalis,NYA
127219,Liparis liparis,NYA
127220,Liparis montagui,NYA
127379,Entelurus aequoreus,NYA
346026,Acartia danae ,Holoplankton
127778,Conchoecissa imbricata,NYA
127782,Discoconchoecia elegans,NYA
127820,Mikroconchoecia curta,NYA
346030,Acartia negligens ,Holoplankton
346037,Acartia longiremis ,Holoplankton
128567,Clausidiidae,NYA
346509,Goniopsyllus clausi,Holoplankton
356886,Aetideopsis armatus,Holoplankton
357973,Cyclopinoides longicornis,Holoplankton
359879,Paraeuchaeta tonsa,Holoplankton
364368,Anomalocera patersonii,Holoplankton
367334,Undinula vulgaris,Holoplankton
413311,Hemicyclops aberdonensis,Holoplankton
128722,Sapphirina,NYA
416184,Cephalobrachia,Holoplankton
724226,Parathalestris croni,Holoplankton
128795,Agetus flaccus,NYA
128797,Agetus typicus,NYA
745865,Paracalanus parvus parvus,Holoplankton
847452,Eucalanus elongatus elongatus,Holoplankton
128806,Ditrichocorycaeus brehmi,NYA
128818,Onychocorycaeus latus,NYA
128819,Onychocorycaeus ovalis,NYA
128821,Urocorycaeus furcifer,NYA
128929,Oncaea curta,NYA
128938,Oncaea media,NYA
128939,Oncaea mediterranea,NYA
128954,Oncaea venusta,NYA
128957,Triconia conifera,NYA
129041,Sapphirina angusta,NYA
129046,Sapphirina gemma,NYA
129049,Sapphirina iris,NYA
129062,Vettoria granulosa,NYA
850801,Metridia lucens lucens,Holoplankton
129370,Nephtys,NYA
129427,Owenia,NYA
1381786,Caromiobenella helgolandica,Holoplankton
129455,Phyllodoce,NYA
129471,Poecilochaetus,NYA
129472,Polygordius,NYA
1434803,Beroe,Holoplankton
129520,Sabellaria,NYA
129619,Polydora,NYA
1453014,Calanus finmarchicus finmarchicus,Holoplankton
129659,Myrianida,NYA
129697,Lanice,NYA
105,Bivalvia,Meroplankton
130355,Nephtys caeca,NYA
130544,Owenia fusiformis,NYA
131187,Spiophanes bombyx,NYA
799,Parasitic Nematoda,Meroplankton
882,Annelida,Meroplankton
134524,Nephroselmis,
134526,Tetraselmis,
134527,Cymbomonas,
134528,Halosphaera,
134529,Pyramimonas,
134530,Dolichomastix,
134531,Mamiella,
134533,Micromonas,
134534,Pseudoscourfieldia,
134535,Scourfieldia,
134541,Nephroselmis pyriformis,
134542,Nephroselmis rotunda,
134545,Cymbomonas tetramitiformis,
134546,Halosphaera viridis,
134550,Pyramimonas (Trichocystis) grossii,
134559,Pyramimonas virginica,
134562,Mamiella gilva,
134563,Mantoniella squamata,
134564,Micromonas pusilla,
134566,Pseudoscourfieldia marina,
134798,Peltogaster paguri,NYA
883,Polychaeta,Meroplankton
1082,Cirripede cyprid,Meroplankton
1082,Cirripede larvae,Meroplankton
135220,Scyphozoa,Ambiguous
1082,Cirripede nauplii,Meroplankton
1082,Cirripedia,Meroplankton
1130,Decapoda larvae,Meroplankton
1292,Anthozoa,Meroplankton
1606,Campanulariidae,Meroplankton
1789,Phoronida larva,Meroplankton
1806,Echinodermata,Meroplankton
1818,Hemichordata larva,Meroplankton
135344,Agalmatidae,NYA
1824,Cephalochordata,Meroplankton
1839,Ascidiacea larva,Meroplankton
11707,Cephalopoda larvae,Meroplankton
13551,Anthoathecata,Meroplankton
13552,Leptothecata,Meroplankton
135513,Caligidae C1-6,N/A
135566,Caligus C1-6,N/A
136137,Squilla mantis,NYA
136761,Difflugia,
136903,Paulinella ovalis,
14355,Stomatopoda,Meroplankton
22754,Trachylinae,Meroplankton
100678,Metridiidae,Meroplankton
100782,Cerianthus spp.,Meroplankton
103483,Ascidia,Meroplankton
104902,Branchiostoma,Meroplankton
137294,Protaspis glans,
104906,Branchiostoma lanceolatum,Meroplankton
106087,Lepas nauplii,Meroplankton
106122,Balanus,Meroplankton
138122,Limacina,NYA
106670,Pleocyemata,Meroplankton
106671,Anomura,Meroplankton
106673,Brachyura,Meroplankton
106674,Caridea,Meroplankton
140266,Melarhaphe neritoides,NYA
140600,Eledone cirrhosa,NYA
140825,Pneumodermopsis ciliata,NYA
140826,Pneumodermopsis paucidens,NYA
142062,Leptoplanidae,NYA
142209,Alaurina,N/A
142785,Alaurina composita,N/A
143790,Ulotrichaceae,
143798,Volvocaceae,
143943,Uronema,
144202,Microspora,
144302,Tribonema,
106731,Sergestidae,Meroplankton
146182,Rhynchobodo,
146192,Chrysomonada,
146203,Dinoflagellata,
146208,Ebriaceae,
146221,Discomitochondria,
146222,Flagellates,
146230,Chrysophyceae,
146232,Dictyochophyceae,
107254,Nephrops norvegicus larva,Meroplankton
107381,Carcinus maenas,Meroplankton
107398,Necora puber,Meroplankton
146537,Cyanobacteria,
146538,Lyngbya,
146541,Spirulina,
146542,Cyanophyceae,
146543,Chroococcales,
146545,Merismopedia,
146546,Merismopedia warmingiana,
146549,Oscillatoria,
146551,Planktothrix,
146552,Planktothrix agardhii,
146554,Oscillatoria limosa,
146557,Microcystis,
146558,Microcystis aeruginosa,
146560,Microcystis flos-aquae,
146562,Aphanocapsa,
146563,Aphanocapsa delicatissima,
146565,Chroococcus,
146568,Chroococcus limneticus,
146570,Gomphosphaeria,
146573,Coelosphaerium,
146576,Merismopedia tenuissima,
146577,Merismopedia punctata,
146578,Merismopedia glauca,
146585,Anabaena,
146590,Anabaenopsis,
146602,Gloeocapsa,
146603,Oscillatoriales,
146606,Pseudanabaenaceae,
146617,Woronichinia,
146618,Woronichinia naegeliana,
146619,Coelosphaerium minutissimum,
146624,Calothrix,
146644,Snowella,
146645,Snowella lacustris,
146677,Planktolyngbya,
146715,Aphanothece,
147082,Parathemisto,NYA
110398,Diastylis,Meroplankton
111054,Tubilipora,Meroplankton
148898,Bacillariophyta,
148899,Bacillariophyceae,
148899,Bacillariophyceae,
148899,Bacillariophyceae,
148900,Coscinodiscophyceae,
148902,Bacillariophycidae,
148903,Thalassiosirales,
148904,Thalassiosiraceae,
148905,Cyclotella,
148906,Cyclotella scaldensis,
148907,Cyclotella atomus,
148908,Cyclotella choctawhatcheeana,
148909,Cyclotella meneghiniana,
148911,Cyclotella striata,
148912,Thalassiosira,
148912,Thalassiosira,
148912,Thalassiosira,
148913,Thalassiosira angulata,
148914,Thalassiosira anguste-lineata,
148915,Coscinodiscales,
148916,Coscinodiscaceae,
148917,Coscinodiscus,
148917,Coscinodiscus,
148917,Coscinodiscus,
148919,Thalassiosira decipiens,
148922,Thalassiosira eccentrica,
148923,Thalassiosira hendeyi,
148925,Thalassiosira minima,
148929,Thalassiosira nodulolineata,
148931,Thalassiosira nordenskioeldii,
148932,Thalassiosira pacifica,
148933,Thalassiosira proschkinae,
148934,Thalassiosira pseudonana,
148936,Thalassiosira punctigera,
148937,Thalassiosira angstii,
148941,Ethmodiscus punctiger,
148942,Thalassiosira rotula,
148943,Hemidiscaceae,
148944,Actinocyclus,
148945,Actinocyclus normanii,
148946,Heliopeltaceae,
148947,Actinoptychus,
148948,Actinoptychus senarius,
148949,Actinoptychus splendens,
148952,Fragilariaceae,
148953,Asterionella,
148954,Asterionella formosa,
148955,Asterionella glacialis,
148956,Asterionella kariana,
148959,Aulacoseira,
148960,Aulacoseira ambigua,
148961,Aulacoseira granulata,
148963,Odontella,
148965,Biddulphiales,
148966,Biddulphiaceae,
148967,Biddulphia,
148969,Biddulphia sinensis,
148969,Trieres sinensis,
148971,Coscinodiscophycidae,
148980,Porosira,
148981,Minidiscus,
148984,Chaetocerotaceae,
148985,Chaetoceros,
148985,Chaetoceros,
148985,Chaetoceros,
148986,Chaetoceros mitra,
148989,Cocconeis,
148990,Cocconeis placentula,
148991,Coscinodiscus commutatus,
148992,Coscinodiscus concinnus,
148994,Stephanodiscaceae,
148996,Cyclostephanos dubius,
148998,Cyclotella cryptica,
149000,Cyclotella radiosa,
149001,Bacillariales,
149001,Bacillariales,
149001,Bacillariales,
149002,Bacillariaceae,
149003,Cylindrotheca,
149004,Cylindrotheca closterium,
149006,Surirellaceae,
149007,Cymatopleura,
149008,Cymatopleura solea,
149009,Cymatosirales,
149010,Cymatosiraceae,
149011,Cymatosira,
149012,Cymatosira belgica,
149013,Diatoma,
149014,Diatoma tenuis,
149015,Naviculales,
149018,Diploneis,
149019,Diploneis interrupta,
149021,Lithodesmiaceae,
149022,Ditylum,
149023,Ditylum brightwellii,
149027,Epithemia turgida,
149028,Fragilaria,
149031,Naviculaceae,
149032,Pleurosigmataceae,
149033,Gyrosigma,
149034,Gyrosigma arcticum,
149035,Gyrosigma acuminatum,
149037,Leptocylindraceae,
149038,Leptocylindrus,
149039,Leptocylindrus minimus,
149041,Melosiraceae,
149042,Melosira,
149043,Melosira varians,
149044,Melosira nummuloides,
149045,Nitzschia,
149045,Nitzschia,
149045,Nitzschia,
149046,Nitzschia acicularis,
149048,Triceratiales,
149049,Triceratiaceae,
149050,Odontella aurita,
149051,Odontella rostrata,
149054,Paralia,
149055,Paralia sulcata,
149056,Plagiogrammopsis,
149057,Plagiogrammopsis vanheurckii,
149058,Hyalodiscaceae,
149059,Podosira,
149060,Podosira stelligera,
149061,Hyalodiscus,
149065,Raphoneis,
149066,Rhaphoneis amphiceros,
149068,Rhizosoleniaceae,
149069,Rhizosolenia,
149069,Rhizosolenia,
149069,Rhizosolenia,
149070,Rhizosolenia hebetata,
149071,Rhizosolenia hebetata f. semispina,
149073,Skeletonema,
149074,Skeletonema costatum,
149075,Skeletonema subsalsum,
149077,Stauroneis,
149078,Stauroneis phoenicenteron,
149079,Stephanodiscus,
149080,Stephanodiscus hantzschii,
149081,Stephanodiscus medius,
149082,Stephanodiscus niagarae,
149083,Stephanodiscus parvus,
149084,Surirella,
149085,Surirella crumena,
149087,Surirella ovalis,
149089,Thalassiocyclus lucens,
149091,Thalassionemataceae,
149092,Thalassionema,
149093,Thalassionema nitzschioides,
149094,Odontella regia,
149095,Odontella sinensis,
149096,Aulacoseira distans,
149099,Thalassiosira antarctica,
149100,Thalassiosira hyalina,
149101,Thalassiosira subtilis,
149102,Thalassiosira gravida,
149102,Thalassiosira gravida,
149102,Thalassiosira gravida,
149104,Roperia,
149105,Roperia tesselata,
149106,Leptocylindrus danicus,
149109,Corethron,
149110,Corythron criophilum,
149111,Guinardia,
149112,Guinardia delicatula,
149113,Guinardia striata,
149114,Rhizosolenia delicatula,
149115,Rhizosolenia setigera,
149115,Rhizosolenia setigera,
149115,Rhizosolenia setigera,
149116,Rhizosolenia imbricata,
149117,Rhizosolenia pungens,
149118,Bacteriastrum,
149119,Bacteriastrum hyalinum,
149120,Chaetoceros danicus,
149121,Chaetoceros densus,
149122,Chaetoceros didymus,
149123,Chaetoceros socialis,
149124,Chaetoceros borealis,
149125,Chaetoceros teres,
149126,Chaetoceros decipiens,
149127,Chaetoceros similis,
149128,Chaetoceros diadema,
149129,Chaetoceros compressus,
149130,Eucampia,
149131,Eucampia zodiacus,
149132,Guinardia flaccida,
149134,Lauderia,
149135,Lauderia annulata,
149136,Brockmanniella,
149137,Brockmanniella brockmannii,
149138,Asterionellopsis,
149139,Asterionellopsis glacialis,
149140,Amphiprora,
149142,Navicula,
149142,Navicula,
149142,Navicula,
149143,Navicula distans,
149144,Meuniera,
149145,Meuniera membranacea,
149146,Trachyneis,
149147,Trachyneis aspera,
149148,Bacillaria,
149149,Bacillaria paxillifer,
149150,Nitzschia longissima,
149151,Pseudo-nitzschia,
149152,Pseudo-nitzschia seriata,
149153,Pseudo-nitzschia delicatissima,
149154,Triceratium,
149156,Odontella granulata,
149157,Odontella rhombus,
149158,Coscinodiscus radiatus,
149159,Coscinodiscus centralis,
149163,Actinoptychus octonarius,
149164,Actinocyclus octonarius,
149165,Rhizosolenia shrubsolei,
149167,Proboscia,
149168,Proboscia alata,
149168,Proboscia alata,
149168,Proboscia alata,
149170,Triceratium favus,
149171,Chaetoceros crinitus,
149173,Chaetoceros fragilis,
149176,Striatella,
149177,Striatella unipunctata,
149179,Delphineis,
149180,Delphineis surirella,
149181,Pleurosigma,
149182,Pleurosigma normanii,
149183,Pleurosigma angulatum,
149185,Pleurosigma naviculaceum,
149186,Synedra,
149187,Synedra ulna,
149190,Achnanthaceae,
149191,Achnanthes,
149194,Diploneis bombus,
149195,Diploneis didyma,
149200,Amphora,
149204,Navicula tripunctata,
149208,Pinnularia,
149210,Haslea,
149211,Haslea ostrearia,
149213,Nitzschia sigma,
149214,Nitzschia tryblionella,
149216,Psammodictyon,
149217,Psammodictyon panduriforme,
149219,Chaetoceros debilis,
149220,Asterionella japonica,
149221,Chaetoceros curvisetus,
149222,Chaetoceros pseudocrinitus,
149223,Rhizosolenia alata,
149224,Rhizosolenia stolterfothii,
149228,Chaetoceros laciniosus,
149230,Leptocylindrus mediterraneus,
149232,Navicula membranacea,
149233,Lauderia borealis,
149234,Hemiaulales,
149236,Cerataulina,
149239,Fragilaria islandica,
149241,Chaetoceros affinis,
149243,Melosira dubia,
149249,Melosira italica,
149256,Thalassiosira nana,
149271,Coscinodiscus granii,
149274,Coscinodiscus asteromphalus,
149279,Aulacodiscus,
149280,Aulacodiscus argus,
149281,Auliscus,
149282,Auliscus caelatus,
149285,Detonula,
149286,Detonula confervacea,
149288,Chaetoceros atlanticus,
149289,Chaetoceros costatus,
149291,Chaetoceros brevis,
149292,Chaetoceros anastomosans,
149293,Chaetoceros radians,
149294,Chaetoceros simplex,
149297,Chaetoceros ceratosporus,
149299,Chaetoceros armatus,
149305,Bellerochea,
149306,Bellerochea malleus,
149307,Coscinodiscus pavillardii,
149308,Thalassiosira levanderi,
149309,Dactyliosolen,
149310,Dactyliosolen fragilissimus,
149311,Rhizosolenia robusta,
149313,Fragilariopsis,
149314,Plagiogramma,
149317,Bacillaria paradoxa,
149320,Navicula transitans,
149321,Lithodesmium,
149322,Lithodesmium undulatum,
149324,Biddulphia rhombus,
149325,Biddulphia rhombus subsp. trigona,
149328,Cerataulus,
149333,Tabellaria,
149334,Tabellaria fenestrata,
149335,Grammatophora,
149336,Grammatophora angulosa,
149338,Grammatophora marina,
149339,Grammatophora oceanica,
149340,Grammatophora serpentina,
149342,Licmophora,
149343,Licmophora gracilis,
149345,Meridion,
149346,Meridion circulare,
149347,Diatoma vulgare,
149352,Plagiogramma vanheurckii,
149356,Campylosira,
149357,Campylosira cymbelliformis,
149360,Fragilaria crotonensis,
149374,Asterionella gracillima,
149376,Cocconeis scutellum,
149377,Cocconeis pediculus,
149387,Achnanthes brevipes,
149391,Rhoicosphenia,
149396,Diploneis crabro,
149404,Diploneis littoralis,
149467,Navicula directa,
149488,Caloneis,
149493,Gyrosigma balticum,
149494,Gyrosigma fasciola,
149503,Pleurosigma elongatum,
149506,Pleurosigma aestuarii,
149510,Donkinia,
149512,Toxonidea,
149513,Toxonidea insignis,
149515,Plagiotropidaceae,
149516,Plagiotropis,
149517,Plagiotropis lepidoptera,
149518,Tropidoneis,
149524,Amphora ovalis,
149537,Cymbellaceae,
149538,Cymbella,
149552,Gomphonemataceae,
149553,Gomphonema,
149570,Cylindrotheca gracilis,
149571,Hantzschia,
149587,Nitzschia bilobata,
149602,Nitzschia fruticosa,
149604,Nitzschia sigmoidea,
149611,Surirella biseriata,
149615,Surirella fastuosa,
149616,Campylodiscus,
149618,Asterionellopsis kariana,
149619,Cerataulina pelagica,
149622,Chaetoceros cinctus,
149623,Chaetoceros contortus,
149624,Chaetoceros furcellatus,
149629,Rhizosolenia styliformis,
149630,Stephanopyxis,
149631,Stephanopyxis turris,
149647,Detonula pumila,
149648,Aulacoseira islandica,
149651,Azpeitia nodulifera,
149653,Stellarima stellaris,
149654,Actinocyclus octonarius var. ralfsii,
149655,Biddulphia alternans,
149659,Entomoneidaceae,
149662,Odontella obtusa,
116998,Aequorea,Meroplankton
149669,Lophogastrida,NYA
117015,Bougainvillia,Meroplankton
117030,Clytia,Meroplankton
149720,Eucalanus crassus,NYA
117034,Obelia,Meroplankton
117070,Sarsia,Meroplankton
117082,Eutima,Meroplankton
150305,Facetotecta,NYA
150630,Echiichthys vipera,NYA
150637,Eutrigla gurnardus,NYA
151860,Coryne eximia,NYA
152192,Phialidium hemisphaericum,NYA
117095,Euphysa,Meroplankton
152230,Coelenterata,Ambiguous
117117,Hydractinia,Meroplankton
117178,Amphinema spp.,Meroplankton
117183,Leuckartiara,Meroplankton
117212,Aglantha,Meroplankton
154473,Psetta maxima,NYA
154675,Lumpenus lampretaeformis,NYA
155554,Cryptomonas ovata,
155555,Cryptomonas erosa,
155560,Diplopsalopsis bomba,
155879,Podoplea,NYA
156505,Phalacroma rotundatum,
156509,Ceratium arcticum,
156511,Ceratium hirundinella,
156533,Achnanthes longipes,
156548,Pseudo-nitzschia pseudodelicatissima,
156568,Pinnularia distans,
156580,Pleurosigma formosum,
156586,Pleurosigma strigosum,
156598,Entomoneis,
156607,Chaetoceros concavicornis,
156609,Chaetoceros constrictus,
156611,Chaetoceros convolutus,
156613,Chaetoceros ingolfianus,
156615,Chaetoceros karianus,
156617,Chaetoceros lorenzianus,
156619,Chaetoceros perpusillus,
156621,Chaetoceros subtilis,
156623,Chaetoceros tenuissimus,
156625,Chaetoceros willei,
156632,Coscinodiscus wailesii,
156636,Melosira lineata,
156641,Paralia marina,
156689,Porosira glacialis,
156690,Thalassiosira baltica,
156691,Thalassiosira oestrupii,
156692,Nodularia,
156946,Frustulia,
157052,Mastogloia,
157059,Tabularia,
157061,Tabularia fasciculata,
157062,Licmophora abbreviata,
157069,Gyrosigma tenuissimum,
157072,Rhabdonema,
157074,Rhabdonema adriaticum,
157076,Rhabdonema arcuatum,
157080,Tabellaria flocculosa,
157081,Thalassiothrix,
157083,Thalassiothrix longissima,
157240,Dinobryon,
157242,Dinobryon bavaricum,
157246,Dinobryon cylindricum,
157248,Dinobryon divergens,
157252,Dinobryon sertularia,
157254,Dinobryon sociale,
157256,Dictyochales,
157257,Dictyochaceae,
157258,Dictyocha,
157260,Dictyocha speculum,
157428,Entomoneis alata,
157430,Eucampia groenlandica,
157431,Chaetoceros diversus,
157438,Helicotheca,
157440,Helicotheca tamesis,
157458,Fragilaria striatula,
157463,Dictyocha fibula,
157670,Eurytemora herdmani,NYA
117321,Bougainvillia britannica,Meroplankton
117328,Bougainvillia muscus,Meroplankton
117329,Bougainvillia principis,Meroplankton
117345,Lizzia blondina,Meroplankton
160092,Diatoma tenue,
160093,Diatoma tenue var. elongatus,
160513,Pyramimonas longicauda,
160519,Attheya,
160520,Attheya decora,
160521,Chaetoceros eibenii,
160522,Chaetoceros externus,
160523,Chaetoceros lauderi,
160524,Chaetoceros wighamii,
160527,Eunotogramma,
160528,Pseudo-nitzschia pungens,
160530,Rhizosolenia flaccida,
160531,Rhizosolenia similoides,
160537,Melosira arctica,
160538,Phaeocystis globosa,
160541,Scenedesmaceae,
160542,Actinastrum,
160543,Actinastrum hantzschii,
160549,Calycomonas wulffii,
160550,Coelastrum,
160551,Coelastrum astroideum,
160552,Dinobryon balticum,
160553,Dinobryon faculiferum,
160555,Distephanus speculum,
160556,Eutreptiella marina,
160561,Pediastrum,
160562,Pediastrum boryanum,
160563,Prymnesium,
160564,Prymnesium parvum,
160566,Nodularia spumigena,
160567,Aphanizomenon,
160569,Coelomoron pusillum,
160572,Synechococcus,
160575,Chlorellaceae,
160576,Chlorella,
160577,Exuviaella,
160578,Prorocentrum cf. marinum,
160581,Raphidophyceae,
160582,Chattonellales,
160583,Chattonellaceae,
160584,Heterosigma,
160585,Heterosigma akashiwo,
160588,Koliella,
160590,Monoraphidium,
160591,Monoraphidium contortum,
160592,Monoraphidium convolutum,
160594,Pachysphaera,
160595,Pterosperma,
160597,Pedinellales,
160599,Pseudopedinella,
160600,Pseudopedinella pyriformis,
160601,Pseudopedinella tricostata,
160602,Scenedesmus,
160648,Actinocyclus octonarius var. crassus,
160651,Actinocyclus roperi,
160671,Amphiprora surirelloides,
162251,Asterolampraceae,
162254,Asteromphalus,
162255,Asteromphalus flabellatus,
162258,Asteromphalus heptactis,
162518,Corymbellus,
162519,Corymbellus aureus,
162544,Gymnodinium sanguineum,
162668,Aphanocapsa incerta,
162689,Aphanothece minutissima,
162706,Scenedesmus cf. denticulatus,
162707,Scenedesmus opoliensis,
162713,Chroococcus microscopicus,
162714,Chroococcus minimus,
162715,Planctonema,
162716,Planctonema lauterbornii,
162724,Desmidiaceae,
162725,Closterium,
162726,Closterium acutum,
162728,Staurastrum,
162740,Ollicola vangoorii,
162749,Protoperidinium cerasus,
162770,Actinocyclus octonarius var. octonarius,
162793,Dinophysis rotundata,
162810,Actinocyclus senarius,
162823,Attheya septentrionalis,
162837,Aulacoseira alpigena,
162865,Aulacoseira granulata var. angustissima,
162877,Aulacoseira italica,
162903,Aulacoseira subarctica,
162927,Bacterosira bathyomphala,
162929,Scenedesmus armatus,
162934,Tetrastrum,
162935,Tetrastrum staurogeniaeforme,
162952,Biddulphia biddulphiana,
162954,Odontella subaequa,
162969,Zygoceros,
162980,Cerataulus turgidus,
162998,Chaetoceros anastomosans var. externa,
163013,Chaetoceros calcitrans,
163016,Chaetoceros ceratosporus var. ceratosporus,
163019,Chaetoceros circinalis,
163026,Chaetoceros coronatus,
163030,Phaeoceros,
163042,Syndendrium diadema,
163047,Chaetoceros subsecundus,
163048,Chaetoceros didymus var. didymus,
163049,Chaetoceros didymus var. anglica,
163054,Chaetoceros didymus var. protuberans,
163055,Chaetoceros protuberans,
163056,Chaetoceros difficilis,
163057,Haptorida,
163063,Chaetoceros holsaticus,
163067,Peritrichia,
163080,Chaetoceros impressus,
163089,Chaetoceros minimus,
163096,Imantonia rotunda,
163098,Chaetoceros muelleri,
163100,Monoraphidium komarkovae,
163101,Monoraphidium minutum,
163108,Kirchneriella,
163109,Chaetoceros pseudobreve,
163110,Raphidocelis,
163112,Chaetoceros radicans,
163118,Chaetoceros seiracanthus,
163124,Chaetoceros socialis f. socialis,
163126,Chaetoceros socialis f. radians,
163131,Chaetoceros subtilis var. subtilis,
163132,Chaetoceros subtilis var. abnormis,
163137,Chaetoceros throndsenii,
163150,Chaetoceros throndsenii var. throndsenii,
163161,Chaetoceros tortissimus,
163188,Eupodiscus jonesianus,
163197,Cyclotella hakanssoniae,
163224,Lauderia confervacea,
163226,Lauderia pumila,
163233,Dimeregramma,
163241,Guinardia cylindrus,
163242,Rhizosolenia cylindrus,
163243,Eucampia striata,
163246,Euglena viridis,
163247,Trachelomonas,
163248,Hemiaulus,
163249,Hemiaulus hauckii,
163250,Hemiaulus sinensis,
163257,Isthmia,
163259,Isthmia enervis,
163261,Lauderia mediterranea,
163288,Zygoceros rhombus,
163292,Odontella rhombus f. trigona,
163339,Phacus,
163342,Pseudosolenia,
163344,Pseudosolenia calcar-avis,
163346,Rhizosolenia calcar-avis,
163347,Rhizosolenia hebetata f. hebetata,
163348,Rhizosolenia semispina,
163354,Phacus pleuronectes,
163375,Phacus longicauda,
163388,Eupodiscus tesselatus,
163390,Skeletonema potamos,
163399,Euglena acus,
163401,Lepocinclis,
163403,Stephanodiscus binderanus,
163408,Lepocinclis ovum,
163412,Trachelomonas hispida,
163433,Stephanodiscus neoastraea,
163452,Scrippsiella faeroense,
163458,Euglena tripteris,
163466,Euglena proxima,
163474,Kephyrion,
163478,Micractinium,
163479,Micractinium pusillum,
163489,Ankistrodesmus,
163490,Ankistrodesmus falcatus,
163494,Thalassiosira lacustris,
163513,Thalassiosira weissflogii,
163520,Urosolenia longiseta,
163573,Vorticella,
163624,Pauliella taeniata,
163647,Amphiprora paludosa var. paludosa,
163712,Synedra fulgens,
163728,Vibrio paxillifer,
163736,Bleakeleya notata,
163780,Tintinnopsis,
163782,Tintinnopsis beroidea,
163804,Tintinnopsis nana,
163810,Caloneis amphisbaena f. subsalina,
163816,Campylodiscus clypeus,
163839,Catenula adhaerens,
163858,Peridinium achromaticum,
163862,Protoperidinium claudicans,
163880,Cocconeis scutellum var. scutellum,
