AphiaID,Taxon,ZooHabitat
843999,Coccolithus braarudii,
844439,Ceratium articum,
844915,Scenedesmus nygaardii,
845296,Gonyaulax spinifera,
846758,Amylax triacantha var. buxus ,
152391,Nemertea,Meroplankton
234066,Lamellibranchiata,Meroplankton
871888,Staurophora mertensi,NYA
886274,Pyramimonadophyceae,
886288,Desmidiales,
956074,Gomphonema,
957381,Asteromphalus cleveanus,
957579,Corethron criophilum,
958478,Nitzschia distans,
960214,Pseudonitzschia fraudulenta,
960559,Thalassiosira minima,
960571,Thalassiosira nordenskioldii,
960833,Fragilaria striatula,
961694,Cerataulina bergonii,
961743,Chaetoceros anastomosans,
961769,Chaetoceros curvisetus,
961776,Chaetoceros didymus,
961816,Chaetoceros lorenzianus,
961865,Chaetoceros peruvianus,
961873,Chaetoceros pseudobrevis,
961899,Chaetoceros wighamii,
962003,Chaetoceros septentrionalis,
962237,Coscinodiscus concinnus,
962316,Coscinodiscus radiatus,
962746,Leptocylindrus danicus,
962840,Navicula latissima,
963677,Nitzschia sigmoidea,
964359,Coscinodiscus angustelineatus,
965294,Stephanopyxis turris,
965858,Diatoma gracillimum,
966467,Orthosira angulata,
966480,Coscinodiscus centralis,
967041,Guinardia striata,
967280,Pinnularia ambigua,
967945,Rhizosolenia hebetata,
967946,Rhizosolenia imbricata,
969455,Coscinodiscus lacustris var. pelagica,
971564,Plagiogramma brockmanni var. brockmanni,
971749,Stephanodiscus tenuis,
975029,Coscinodiscus stellaris var. stellaris,
975336,Guinardia blavyana var. blavyana,
976453,Melosira arctica var. arctica,
978142,Pyxidicula compressa var. compressa,
978230,Rhizosolenia robusta var. robusta,
979713,Diatoma tenue var. elongatum,
983277,Amphiprora lepidoptera f. lepidoptera,
983525,Coscinodiscus centralis f. centralis,
984388,Navicula smithii f. smithii,
985165,Rhizosolenia fragilissima f. fragilissima,
985570,Synedra nitzschioides f. nitzschioides,
985653,Triceratium alternans f. alternans,
990876,Margalefidinium polykrikoides,
992757,Aduncodinium,
992758,Aduncodinium glandula,
1055143,Pachysphaera,
1289276,Tetradesmus lagerheimii,
1304621,Closterium acutum var. acutum,
1304622,Desmodesmus armatus var. armatus,
1304625,Pediastrum duplex var. duplex,
1304629,Pennales,
1305343,Peridinium quadridentatum,
1305351,Pseudadenoides kofoidii,
1307640,Bacterosira constricta,
1310442,Octactis speculum,
1320351,Pilidiophora,NYA
1321853,Scrippsiella acuminata,
1322468,Hobaniella longicruris,
1322472,Ralfsiella smithii,
1346683,Kryptoperidinium triquetrum,
1356513,Ochromonas,
1359873,Tetrachlorella tetrachlorelloides,
1360343,Raphidocelis granulata,
1369826,Cucumeridinium coeruleum,
1371463,Barrufeta resplendens,
1381154,Tripos teres,
1381675,Obelia,NYA
410762,Sipunculus,Meroplankton
1382182,Lebouridinium glaucum,
1391716,Tripos macroceros,
1415683,Pediastrum boryanum var. boryanum,
1416974,Eurytemora affinis affinis,NYA
1422167,Thoracicalcarea,NYA
558776,Echinospira larvae,Meroplankton
1442452,Plagiolemma distortum,
1444150,Choanoflagellata,
594013,Staurostoma mertensii,Meroplankton
1474876,Pseliodinium fusus,
1486573,Metazoa,NYA
1525460,Hippocampus,NYA
1673600 ,Octobulbacea corynetes,NYA
2104 ,Myodocopida,NYA
