aphiaID,scientificName,LifeformCategory
117809,Nemertesia antennina,Undefined
117824,Plumularia setacea,Undefined
117851,Aglaura hemistoma,Undefined
117860,Pantachogon haeckeli,Undefined
117874,Amphisbetia operculata,Undefined
117903,Sertularella mediterranea,Undefined
117914,Sertularia distans,Undefined
117975,Stegopoma plicatile,Undefined
117982,Ectopleura dumortierii,Other
118004,Allantion,Undefined
118006,Ancyromonas,Undefined
118011,Cryothecomonas,Other
118014,Ebria,Other
118016,Kiitoksia,Undefined
118019,Metromonas,Undefined
118022,Pirsonia,Undefined
118027,Solenicola,Other
118028,Telonema,Other
118045,Cryothecomonas aestivalis,Undefined
118051,Ebria tripartita,Other
118058,Metopion fluens,Undefined
118061,Ministeria vibrans,Undefined
118065,Pirsonia formosa,Undefined
118066,Pirsonia guinardiae,Undefined
118068,Pirsonia verrucosa,Undefined
118073,Solenicola setigera,Other
118075,Telonema subtile,Other
118083,Pseudoscorpiones,Undefined
118084,Archaeognatha,Undefined
118085,Coleoptera,Undefined
118086,Collembola,Undefined
118087,Dermaptera,Undefined
118088,Diptera,Undefined
118089,Hemiptera,Undefined
118092,Carabidae,Undefined
118097,Neanuridae,Undefined
118100,Chironomidae,Undefined
118164,Athelges,Undefined
118277,Sphaeromatidae,Undefined
118426,Cymodoce,Undefined
119077,Leucocryptos marina,Other
119090,Labyrinthula,Undefined
119094,Schizochytrium,Undefined
119095,Thraustochytrium,Undefined
119121,Thraustochytrium kinnei,Undefined
119145,Rhopalura,Undefined
119178,Rhopalura ophiocomae,Undefined
119225,Capsalidae,Undefined
119270,Nitzschia,Other
119822,Mysidae,Holoplankton
120239,Bivalvulida,Undefined
120240,Multivalvulida,Undefined
120248,Ceratomyxidae,Undefined
120250,Myxidiidae,Undefined
120252,Parvicapsulidae,Undefined
120255,Kudoidae,Undefined
120256,Trilosporidae,Undefined
120257,Myxobolidae,Undefined
120258,Sphaeromyxa,Undefined
120261,Auerbachia,Undefined
120262,Ceratomyxa,Undefined
120266,Myxidium,Undefined
120270,Parvicapsula,Undefined
120285,Kudoa,Undefined
120288,Henneguya,Undefined
120315,Auerbachia pulchra,Undefined
120398,Myxidium gadi,Undefined
120531,Acanthamoeba,Undefined
120537,Nolandella,Undefined
120543,Saccamoeba,Undefined
120544,Flabellula,Undefined
120547,Hartmannella,Undefined
120548,Rhizamoeba,Undefined
120550,Korotnevella,Undefined
120552,Paramoeba,Undefined
120553,Reticulamoeba,Undefined
120554,Thalassomyxa,Undefined
120559,Thecamoeba,Undefined
120563,Clydonella,Undefined
120565,Platyamoeba,Undefined
120566,Vannella,Other
120567,Neoparamoeba,Undefined
120569,Pseudoparamoeba,Undefined
120587,Stygamoeba regulata,Undefined
120609,Hartmannella abertawensis,Undefined
120622,Paramoeba aestuarina,Undefined
120624,Paramoeba pemaquidensis,Undefined
120633,Parvamoeba rugata,Undefined
120662,Vannella septentrionalis,Undefined
120663,Vannella simplex,Undefined
120749,Chromadorita leuckarti,Undefined
120802,Spilophorella paradoxa,Undefined
120877,Paracanthonchus caecus,Undefined
121490,Sphaerolaimus hirsutus,Undefined
121540,Daptonema normandicum,Undefined
122216,Pontonema vulgare,Undefined
122303,Monostilifera,Undefined
122305,Heteronemertea,Undefined
122307,Palaeonemertea,Undefined
122308,Bdellonemertea,Undefined
122314,Lineidae,Undefined
122319,Cephalothricidae,Undefined
122321,Tubulanidae,Undefined
122323,Amphiporidae,Undefined
122326,Emplectonematidae,Undefined
122327,Ototyphlonemertidae,Undefined
122329,Tetrastemmatidae,Undefined
122358,Lineus,Undefined
122360,Micrura,Undefined
122375,Notospermus,Undefined
122379,Cephalothrix,Undefined
122382,Hubrechtella,Undefined
122386,Carinina,Undefined
122391,Amphiporus,Undefined
122419,Tetrastemma,Undefined
122420,Annulonemertes,Undefined
122423,Oerstedia,Undefined
122511,Lineus bilineatus,Undefined
122555,Micrura fasciolata,Undefined
122599,Cephalothrix rufifrons,Undefined
122607,Hubrechtella dubia,Undefined
122611,Callinera grandis,Undefined
122791,Tetrastemma melanocephalum,Undefined
122811,Annulonemertes minusculus,Undefined
122817,Oerstedia dorsalis,Undefined
123080,Asteroidea,Meroplankton
123081,Crinoidea,Undefined
123082,Echinoidea,Other
123083,Holothuroidea,Other
123084,Ophiuroidea,Meroplankton
123088,Paxillosida,Undefined
123093,Comatulida,Undefined
123095,Isocrinida,Undefined
123100,Clypeasteroida,Undefined
123101,Echinoida,Undefined
123106,Spatangoida,Other
123108,Apodida,Undefined
123111,Dendrochirotida,Undefined
123117,Ophiurida,Undefined
123148,Antedonidae,Undefined
123180,Chiridotidae,Undefined
123182,Synaptidae,Undefined
123200,Ophiuridae,Other
123206,Amphiuridae,Undefined
123208,Ophiotrichidae,Undefined
123390,Strongylocentrotus,Undefined
123449,Leptosynapta,Undefined
123626,Ophiothrix,Undefined
124465,Leptosynapta inhaerens,Undefined
125274,Ellisellidae,Undefined
125281,Paragorgiidae,Undefined
127484,Polycopidae,Undefined
127489,Candonidae,Undefined
127498,Cytheruridae,Undefined
127502,Leptocytheridae,Undefined
127503,Limnocytheridae,Undefined
127504,Loxoconchidae,Undefined
127508,Paradoxostomatidae,Undefined
127512,Pontocyprididae,Undefined
127617,Semicytherura,Undefined
127637,Leptocythere,Undefined
127639,Cytheromorpha,Undefined
128113,Semicytherura striata,Undefined
128195,Leptocythere lacertosa,Undefined
128545,Phoronis,Meroplankton
128546,Phoronopsis,Undefined
128548,Phoronis hippocrepia,Undefined
128549,Phoronis muelleri,Meroplankton
128551,Phoronis pallida,Undefined
128563,Anthessiidae,Undefined
128566,Chondracanthidae,Undefined
128567,Clausidiidae,Other
128568,Clausiidae,Undefined
128577,Lichomolgidae,Undefined
128591,Pseudanthessiidae,Undefined
128592,Rhynchomolgidae,Undefined
128595,Sapphirinidae,Undefined
128607,Anthessius,Undefined
128618,Chondracanthus,Undefined
128627,Clausia,Undefined
128665,Lichomolgidium,Undefined
128666,Lichomolgus,Undefined
128711,Pseudanthessius,Undefined
128712,Critomolgus,Undefined
128722,Sapphirina,Other
128763,Chondracanthus lophii,Undefined
128764,Chondracanthus merluccii,Undefined
128770,Lernentoma asellina,Undefined
128875,Lichomolgus canui,Undefined
129096,Siboglinidae,Undefined
129143,Alciopina,Undefined
129149,Torrea,Undefined
129160,Auchenoplax,Undefined
129191,Paramphinome,Undefined
129194,Aphrodita,Undefined
129205,Abarenicola,Undefined
129211,Capitella,Undefined
129213,Dasybranchus,Undefined
129214,Heteromastus,Undefined
129220,Notomastus,Undefined
129232,Phyllochaetopterus,Undefined
129241,Caulleriella,Undefined
129243,Cirratulus,Undefined
129249,Tharyx,Undefined
129253,Ctenodrilus,Undefined
129260,Dinophilus,Undefined
129266,Ophryotrocha,Undefined
129270,Parougia,Undefined
129282,Nematonereis,Undefined
129296,Glycera,Undefined
129299,Glycinde,Undefined
129302,Progoniada,Undefined
129337,Lumbrineris,Undefined
129338,Ninoe,Undefined
129342,Axiothella,Undefined
129347,Euclymene,Undefined
129349,Johnstonia,Undefined
129360,Praxillella,Undefined
129370,Nephtys,Other
129380,Perinereis,Undefined
129393,Paranerilla,Undefined
129404,Onuphis,Undefined
129410,Armandia,Undefined
129413,Ophelia,Undefined
129414,Ophelina,Undefined
129421,Phylo,Undefined
129425,Scoloplos,Undefined
129426,Myriochele,Undefined
129427,Owenia,Other
129428,Paralacydonia,Undefined
129430,Aricidea,Undefined
129435,Paraonis,Undefined
129437,Pectinaria,Meroplankton
129471,Poecilochaetus,Other
129472,Polygordius,Other
129520,Sabellaria,Other
129524,Branchiomma,Undefined
129525,Chone,Undefined
129528,Euchone,Undefined
129535,Manayunkia,Undefined
129555,Scalibregma,Undefined
129562,Ficopomatus,Undefined
129566,Hydroides,Undefined
129572,Pomatoceros,Undefined
129578,Salmacina,Undefined
129580,Serpula,Undefined
129584,Vermiliopsis,Undefined
129608,Aurospio,Undefined
129610,Boccardiella,Undefined
129611,Dipolydora,Undefined
129614,Malacoceros,Undefined
129615,Marenzelleria,Undefined
129619,Polydora,Other
129620,Prionospio,Undefined
129621,Pseudopolydora,Undefined
129625,Spio,Undefined
129626,Spiophanes,Undefined
129627,Streblospio,Undefined
129631,Janua,Undefined
129634,Neodexiospira,Undefined
129642,Spirorbis,Undefined
129654,Exogone,Undefined
129660,Odontosyllis,Undefined
129664,Parapionosyllis,Undefined
129678,Streptosyllis,Undefined
129679,Syllides,Undefined
129686,Amphitrite,Undefined
129687,Amphitritides,Undefined
129697,Lanice,Other
129700,Loimia,Undefined
129701,Lysilla,Undefined
129710,Polycirrus,Undefined
129713,Terebella,Undefined
129714,Thelepus,Undefined
129715,Tomopteris,Holoplankton
129717,Terebellides,Undefined
129719,Trochochaeta,Undefined
129722,Typhloscolex,Undefined
129876,Capitella capitata,Undefined
129884,Heteromastus filiformis,Undefined
129898,Notomastus latericeus,Undefined
130000,Dinophilus gyrociliatus,Undefined
130041,Protodorvillea kefersteini,Undefined
130047,Trilobodrilus axi,Undefined
130075,Marphysa sanguinea,Undefined
130094,Fauveliopsis scabra,Undefined
130100,Diplocirrus glaucus,Undefined
130126,Glycera oxycephala,Undefined
130255,Ninoe nigripes,Undefined
130282,Clymenura clypeata,Undefined
130298,Johnstonia clymenoides,Undefined
130362,Nephtys incisa,Undefined
130496,Ophelia rathkei,Undefined
130500,Ophelina acuminata,Undefined
130544,Owenia fusiformis,Other
130575,Aricidea wassi,Undefined
130593,Pectinaria granulata,Undefined
130599,Pholoe baltica,Undefined
130711,Poecilochaetus serpens,Undefined
130839,Protodrilus adhaerens,Undefined
130843,Protodrilus ciliatus,Undefined
130852,Protodrilus purpureus,Undefined
130854,Protodrilus rubropharyngeus,Undefined
130866,Sabellaria alveolata,Undefined
130926,Manayunkia aestuarina,Undefined
130980,Scalibregma inflatum,Undefined
130987,Ditrupa arietina,Undefined
130988,Ficopomatus enigmaticus,Undefined
131027,Pomatoceros triqueter,Undefined
131051,Serpula vermicularis,Undefined
131061,Vermiliopsis striaticeps,Undefined
131077,Sthenelais limicola,Undefined
131114,Boccardiella ligerica,Undefined
131131,Malacoceros fuliginosus,Undefined
131135,Marenzelleria viridis,Undefined
131155,Prionospio dubia,Undefined
131168,Pseudopolydora paucibranchiata,Undefined
131171,Scolelepis bonnieri,Undefined
131187,Spiophanes bombyx,Other
131191,Streblospio benedicti,Undefined
131209,Neodexiospira brasiliensis,Undefined
131351,Pionosyllis lamelligera,Undefined
131399,Streptosyllis bidentata,Undefined
131450,Syllis pectinans,Undefined
131495,Lanice conchilega,Undefined
131499,Loimia medusa,Undefined
131516,Pista cristata,Undefined
131542,Terebella lapidaria,Undefined
131543,Thelepus cincinnatus,Undefined
131573,Terebellides stroemii,Undefined
131587,Homoscleromorpha,Undefined
131591,Leucosolenida,Undefined
131592,Lithonida,Undefined
131593,Clathrinida,Undefined
131594,Dendroceratida,Undefined
131595,Dictyoceratida,Undefined
131598,Haplosclerida,Undefined
131599,Poecilosclerida,Undefined
131601,Homosclerophorida,Undefined
131615,Heteropiidae,Undefined
131616,Leucosoleniidae,Undefined
131617,Sycettidae,Undefined
131619,Clathrinidae,Undefined
131633,Halichondriidae,Undefined
131634,Halisarcidae,Undefined
131635,Callyspongiidae,Undefined
131636,Chalinidae,Undefined
131637,Niphatidae,Undefined
131638,Petrosiidae,Undefined
131649,Mycalidae,Undefined
131650,Coelosphaeridae,Undefined
131659,Tedaniidae,Undefined
131670,Hemiasterellidae,Undefined
131674,Spirastrellidae,Undefined
131676,Suberitidae,Undefined
131715,Leucosolenia,Undefined
131729,Clathrina,Undefined
131762,Cacospongia,Undefined
131808,Hymeniacidon,Undefined
131822,Halisarca,Undefined
131834,Haliclona,Undefined
131849,Xestospongia,Undefined
131907,Mycale,Undefined
132026,Cliona,Undefined
132060,Spirastrella,Undefined
132069,Pseudosuberites,Undefined
132078,Diplastrella,Undefined
132971,Iophon nigricans,Undefined
133293,Mycale macilenta,Undefined
133445,Crambe crambe,Undefined
134524,Nephroselmis,Other
134526,Tetraselmis,Other
134527,Cymbomonas,Other
134528,Halosphaera,Other
134529,Pyramimonas,Other
134530,Dolichomastix,Other
134531,Mamiella,Other
134532,Mantoniella,Undefined
134533,Micromonas,Other
134534,Pseudoscourfieldia,Other
134541,Nephroselmis pyriformis,Other
134542,Nephroselmis rotunda,Other
134545,Cymbomonas tetramitiformis,Other
134562,Mamiella gilva,Other
134563,Mantoniella squamata,Other
134564,Micromonas pusilla,Other
134566,Pseudoscourfieldia marina,Other
134764,Sacculinidae,Undefined
134782,Sacculina,Undefined
134805,Sacculina carcini,Undefined
134812,Hypocomidae,Undefined
134839,Hypocoma,Undefined
134896,Hypocoma acinetarum,Undefined
134917,Asplanchnidae,Undefined
134918,Brachionidae,Undefined
134919,Dicranophoridae,Undefined
134921,Lecanidae,Undefined
134935,Asplanchna,Undefined
134937,Brachionus,Undefined
134949,Encentrum,Undefined
134980,Brachionus calyciflorus,Undefined
135036,Proales reinhardti,Undefined
135061,Synchaeta pectinata,Undefined
135079,Pocilloporidae,Undefined
135219,Cubozoa,Undefined
135220,Scyphozoa,Other
135224,Rhizostomeae,Undefined
135225,Semaeostomeae,Undefined
135226,Stauromedusae,Undefined
135230,Atorellidae,Undefined
135239,Cyaneidae,Undefined
135240,Pelagiidae,Undefined
135241,Ulmaridae,Undefined
135254,Catostylus,Undefined
135258,Rhopilema,Undefined
135259,Cyanea,Meroplankton
135261,Chrysaora,Undefined
135263,Aurelia,Meroplankton
135275,Haliclystus,Undefined
135301,Cyanea capillata,Meroplankton
135338,Diphyidae,Holoplankton
135340,Prayidae,Undefined
135350,Rhodaliidae,Undefined
135367,Sulculeolaria,Undefined
135375,Nectopyramis,Undefined
135447,Sulculeolaria quadrivalvis,Undefined
135511,Asterocheridae,Undefined
135513,Caligidae,Other
135518,Dinopontiidae,Undefined
135525,Lernaeopodidae,Undefined
135531,Pandaridae,Undefined
135536,Sphyriidae,Undefined
135635,Echthrogaleus,Undefined
135976,Echthrogaleus coleoptratus,Undefined
136019,Aspidosiphon,Undefined
136021,Golfingia,Undefined
136022,Nephasoma,Undefined
136025,Phascolion,Undefined
136027,Apionsoma,Undefined
136029,Phascolosoma,Undefined
136041,Golfingia elongata,Undefined
136093,Squillidae,Undefined
136149,Pendulomonas adriperis,Undefined
136192,Leviapseudes,Undefined
136619,Eutardigrada,Undefined
136620,Heterotardigrada,Undefined
136621,Hypsibiidae,Undefined
136624,Echiniscoididae,Undefined
136632,Echiniscoides,Undefined
136679,Echiniscoides sigismundi,Undefined
136743,Cyphoderiidae,Undefined
136744,Euglyphidae,Undefined
136745,Paulinellidae,Undefined
136748,Gromiidae,Undefined
136750,Pseudodifflugiidae,Undefined
136753,Arcella,Undefined
136772,Cyphoderia,Undefined
136779,Paulinella,Undefined
136806,Arcella hemisphaerica,Undefined
136901,Paulinella chromatophora,Undefined
136926,Gromia oviformis,Undefined
137288,Thaumatomastix,Undefined
137297,Protaspis obliqua,Undefined
137349,Grania,Undefined
137359,Stylaria,Undefined
137588,Harrimania,Undefined
137590,Saccoglossus,Undefined
137600,Saccoglossus kowalevskii,Undefined
137604,Stereobalanus canadensis,Undefined
137675,Arctica,Undefined
137722,Crepidula,Undefined
137735,Cerastoderma,Undefined
137739,Parvicardium,Undefined
137752,Creseis,Undefined
137761,Clypeomorus,Undefined
137775,Chama,Undefined
137787,Graphis,Undefined
137841,Corbula,Undefined
137906,Donax,Undefined
137916,Doto,Undefined
138040,Goniodoris,Undefined
138068,Hiatella,Undefined
138074,Histioteuthis,Undefined
138094,Bornia,Undefined
138117,Leptochiton,Undefined
138122,Limacina,Other
138126,Limaria,Undefined
138154,Lyonsia,Undefined
138158,Mactra,Undefined
138162,Malleus,Undefined
138211,Mya,Undefined
138225,Musculus,Undefined
138231,Xenostrobus,Undefined
138298,Ostrea,Undefined
138332,Petricola,Undefined
138333,Ensis,Undefined
138335,Phaxas,Undefined
138339,Philine,Undefined
138341,Barnea,Undefined
138355,Planaxis,Undefined
138379,Janolus,Undefined
138441,Benthonella,Undefined
138466,Sinezona,Undefined
138474,Abra,Undefined
138531,Macoma,Undefined
138549,Thracia,Undefined
138758,Aplysia punctata,Undefined
138963,Crepidula fornicata,Undefined
138998,Cerastoderma edule,Undefined
139008,Parvicardium exiguum,Undefined
139010,Parvicardium minimum,Undefined
139410,Corbula gibba,Undefined
140017,Galeomma turtoni,Undefined
140059,Haliotis tuberculata,Undefined
140103,Hiatella arctica,Undefined
140144,Lepidochitona corrugata,Undefined
140160,Bornia sebetia,Undefined
140166,Jorunna tomentosa,Undefined
140199,Leptochiton asellus,Undefined
140235,Limaria hians,Undefined
140301,Spisula solida,Undefined
140430,Mya arenaria,Undefined
140474,Musculus niger,Undefined
140480,Mytilus edulis,Undefined
140485,Xenostrobus securis,Undefined
140592,Nucula sulcata,Undefined
140735,Ensis siliqua,Undefined
140737,Phaxas pellucidus,Undefined
140767,Barnea candida,Undefined
140770,Pholas dactylus,Undefined
140855,Janolus cristatus,Undefined
141424,Scrobicularia plana,Undefined
141433,Abra alba,Undefined
141435,Abra nitida,Undefined
141556,Calliopaea bellula,Undefined
141641,Tergipes tergipes,Undefined
141651,Thracia villosiuscula,Undefined
141737,Tritonia nilsodhneri,Undefined
141936,Venus verrucosa,Undefined
142021,Trichoplax,Undefined
142027,Proseriata,Undefined
142028,Tricladida,Undefined
142029,Anaperidae,Undefined
142032,Childiidae,Undefined
142033,Convolutidae,Undefined
142035,Hallangiidae,Undefined
142036,Haploposthiidae,Undefined
142037,Hofsteniidae,Undefined
142038,Mecynostomidae,Undefined
142043,Sagittiferidae,Undefined
142044,Solenofilomorphidae,Undefined
142051,Dolichomacrostomidae,Undefined
142052,Macrostomidae,Undefined
142053,Microstomidae,Undefined
142054,Nemertodermatidae,Undefined
142071,Stylochidae,Undefined
142076,Protomonotresidae,Undefined
142077,Pseudostomidae,Undefined
142080,Urastomidae,Undefined
142082,Fecampiidae,Undefined
142084,Provorticidae,Undefined
142085,Pterastericolidae,Undefined
142086,Umagillidae,Undefined
142090,Cicerinidae,Undefined
142094,Gnathorhynchidae,Undefined
142095,Karkinorhynchidae,Undefined
142099,Polycystididae,Undefined
142101,Schizorhynchidae,Undefined
142105,Solenopharyngidae,Undefined
142107,Typhloplanidae,Undefined
142108,Coelogynoporidae,Undefined
142109,Monocelididae,Undefined
142111,Nematoplanidae,Undefined
142113,Otoplanidae,Undefined
142116,Cercyridae,Undefined
142138,Philactinoposthia,Undefined
142154,Proaphanostoma,Undefined
142156,Pseudaphanostoma,Undefined
142162,Haplogonaria,Undefined
142164,Kuma,Undefined
142167,Pseudohaplogonaria,Undefined
142187,Oligofilomorpha,Undefined
142188,Solenofilomorpha,Undefined
142201,Myozonaria,Undefined
142202,Paromalostomum,Undefined
142205,Macrostomum,Undefined
142210,Microstomum,Undefined
142245,Stylochus,Undefined
142266,Reisingeria,Undefined
142297,Pterastericola,Undefined
142303,Seritia,Undefined
142339,Uncinorhynchus,Undefined
142341,Cheliplana,Undefined
142368,Gyratrix,Undefined
142371,Limipolycystis,Undefined
142382,Scanorhynchus,Undefined
142393,Proschizorhynchus,Undefined
142412,Promesostoma,Undefined
142429,Trisaccopharynx,Undefined
142465,Archiloa,Undefined
142466,Archilopsis,Undefined
142469,Duplominona,Undefined
142474,Monocelis,Undefined
142481,Nematoplana,Undefined
142494,Otoplana,Undefined
142499,Parotoplana,Undefined
142509,Polystyliphora,Undefined
142541,Atriofronta polyvacuola,Undefined
142589,Archaphanostoma macrospiriferum,Undefined
142602,Convoluta convoluta,Undefined
142653,Haplogonaria viridis,Undefined
142656,Haploposthia rubra,Undefined
142659,Kuma viridis,Undefined
142666,Simplicomorpha gigantorhabditis,Undefined
142703,Philocelis karlingi,Undefined
142715,Oligofilomorpha interstitiophilum,Undefined
142743,Paromalostomum fusculum,Undefined
142793,Microstomum lineare,Undefined
142797,Microstomum papillosum,Undefined
142820,Prostheceraeus vittatus,Undefined
143030,Seritia elegans,Undefined
143039,Wahlia macrostylifera,Undefined
143104,Uncinorhynchus flavidus,Undefined
143121,Cheliplana orthocirra,Undefined
143184,Gyratrix hermaphroditus,Undefined
143233,Scanorhynchus forcipatus,Undefined
143239,Psammorhynchus tubulipenis,Undefined
143334,Promesostoma cochleare,Undefined
143367,Adenopharynx mitrabursalis,Undefined
143522,Archiloa rivularis,Undefined
143524,Archilopsis arenaria,Undefined
143543,Duploperaclistus circocirrus,Undefined
143552,Monocelis lineata,Undefined
143571,Nematoplana coelogynoporoides,Undefined
143609,Parotoplana primitiva,Undefined
143661,Acrochaetiaceae,Undefined
143664,Bangiaceae,Undefined
143665,Bonnemaisoniaceae,Undefined
143668,Caulerpaceae,Undefined
143671,Ceramiaceae,Undefined
143672,Dasyaceae,Undefined
143673,Delesseriaceae,Undefined
143674,Rhodomelaceae,Undefined
143675,Chaetophoraceae,Undefined
143678,Chlorocystidaceae,Undefined
143680,Chordariaceae,Undefined
143684,Ralfsiaceae,Undefined
143687,Cladophoraceae,Undefined
143691,Corallinaceae,Undefined
143697,Halymeniaceae,Undefined
143698,Kallymeniaceae,Undefined
143699,Peyssonneliaceae,Undefined
143705,Desmarestiaceae,Undefined
143716,Dictyotaceae,Undefined
143717,Ectocarpaceae,Undefined
143723,Fucaceae,Undefined
143724,Himanthaliaceae,Undefined
143725,Sargassaceae,Undefined
143726,Gelidiaceae,Undefined
143730,Cruoriaceae,Undefined
143733,Gigartinaceae,Undefined
143738,Phyllophoraceae,Undefined
143744,Solieriaceae,Undefined
143748,Gracilariaceae,Undefined
143750,Hildenbrandiaceae,Undefined
143753,Alariaceae,Undefined
143754,Chordaceae,Undefined
143755,Laminariaceae,Undefined
143756,Phyllariaceae,Undefined
143761,Palmariaceae,Undefined
143765,Plocamiaceae,Undefined
143767,Porphyridiaceae,Undefined
143768,Cymodoceaceae,Undefined
143770,Zosteraceae,Undefined
143771,Prasiolaceae,Undefined
143772,Rhodochaetaceae,Undefined
143773,Champiaceae,Undefined
143775,Lomentariaceae,Undefined
143776,Rhodymeniaceae,Undefined
143777,Scytosiphonaceae,Undefined
143782,Sphacelariaceae,Undefined
143786,Syringodermataceae,Undefined
143787,Tetrasporaceae,Undefined
143794,Ulvaceae,Undefined
143795,Ulvellaceae,Undefined
143798,Volvocaceae,Other
143799,Acrochaetium,Undefined
143807,Bangia,Undefined
143808,Porphyra,Undefined
143809,Asparagopsis,Undefined
143810,Bonnemaisonia,Undefined
143816,Caulerpa,Undefined
143833,Centroceras,Undefined
143834,Ceramium,Undefined
143853,Polysiphonia,Undefined
143869,Wrangelia,Undefined
143890,Hypoglossum,Undefined
143891,Membranoptera,Undefined
143895,Phycodrys,Undefined
143903,Boergeseniella,Undefined
143906,Chondria,Undefined
143914,Laurencia,Undefined
143921,Osmundea,Undefined
143923,Rhodomela,Undefined
143942,Ulvella,Undefined
143943,Uronema,Other
143947,Coccomyxa,Undefined
143969,Halothrix,Undefined
143980,Myrionema,Undefined
143995,Chaetomorpha,Undefined
143996,Cladophora,Undefined
144001,Ostreobium,Undefined
144003,Amphiroa,Undefined
144011,Hydrolithon,Undefined
144020,Mesophyllum,Undefined
144025,Spongites,Undefined
144044,Grateloupia,Undefined
144051,Peyssonnelia,Undefined
144061,Desmarestia,Undefined
144085,Dictyopteris,Undefined
144086,Dictyota,Undefined
144088,Padina,Undefined
144099,Ectocarpus,Undefined
144120,Erythrocladia,Undefined
144125,Bifurcaria,Undefined
144129,Fucus,Undefined
144131,Himanthalia,Undefined
144132,Sargassum,Undefined
144188,Gracilaria,Undefined
144191,Hildenbrandia,Undefined
144193,Stichococcus,Undefined
144196,Undaria,Undefined
144217,Palmaria,Undefined
144223,Plocamium,Undefined
144228,Rhodella,Undefined
144233,Zostera,Undefined
144236,Rhodochaete,Undefined
144237,Champia,Undefined
144238,Chylocladia,Undefined
144239,Gastroclonium,Undefined
144245,Lomentaria,Undefined
144271,Cladostephus,Undefined
144272,Sphacelaria,Undefined
144293,Blidingia,Undefined
144296,Ulva,Undefined
144299,Ochlochaete,Undefined
144438,Asparagopsis armata,Undefined
144439,Asparagopsis taxiformis,Undefined
144457,Bryopsis plumosa,Undefined
144472,Caulerpa racemosa,Undefined
144474,Caulerpa sertularioides,Undefined
144531,Centroceras clavulatum,Undefined
144561,Ceramium rubrum,Undefined
144664,Polysiphonia scopulorum,Undefined
144732,Heterosiphonia plumosa,Undefined
144743,Cryptopleura ramosa,Undefined
144805,Chondria scintillans,Undefined
144842,Osmundea hybrida,Undefined
144848,Osmundea ramosissima,Undefined
144854,Rhodomela confervoides,Undefined
145027,Chaetomorpha linum,Undefined
145070,Cladophora vagabunda,Undefined
145099,Amphiroa fragilissima,Undefined
145108,Corallina officinalis,Undefined
145274,Peyssonnelia atropurpurea,Undefined
145367,Dictyota dichotoma,Undefined
145410,Ectocarpus siliculosus,Undefined
145503,Bifurcaria bifurcata,Undefined
145542,Fucus ceranoides,Undefined
145551,Himanthalia elongata,Undefined
145700,Gracilaria gracilis,Undefined
145712,Hildenbrandia rubra,Undefined
145715,Stichococcus bacillaris,Undefined
145735,Saccorhiza polyschides,Undefined
145771,Palmaria palmata,Undefined
145778,Phaeophila dendroides,Undefined
145794,Posidonia oceanica,Undefined
145808,Chylocladia verticillata,Undefined
145810,Gastroclonium ovatum,Undefined
145990,Ulva rigida,Undefined
146142,Bryozoa,Meroplankton
146161,Rhynchomonas,Undefined
146165,Hemistasia,Undefined
146166,Hemistasia phaeocysticola,Undefined
146174,Diplonema,Undefined
146178,Rhynchopus,Undefined
146181,Diplonema ambulator,Undefined
146199,Syracosphaeraceae,Undefined
146200,Noelaerhabdaceae,Undefined
146201,Isochrysidaceae,Undefined
146213,Syndiniales,Undefined
146216,Ulvophyceae,Undefined
146217,Charophyceae,Undefined
146218,Pedinomonadaceae,Undefined
146219,Pedinomonadales,Undefined
146230,Chrysophyceae,Other
146232,Dictyochophyceae,Other
146249,Ptychodiscaceae,Undefined
146252,Kofoidiniaceae,Undefined
146255,Oxyrrhinaceae,Undefined
146271,Myxozoa,Undefined
146281,Porterinema,Undefined
146282,Porterinema fluviatile,Undefined
146314,Bonnemaisoniales,Undefined
146315,Gelidiales,Undefined
146317,Plocamiales,Undefined
146346,Neosiphonia,Undefined
146514,Dajidae,Undefined
146537,Cyanobacteria,Other
146538,Lyngbya,Other
146540,Microcoleus,Undefined
146541,Spirulina,Other
146543,Chroococcales,Other
146544,Chroococcaceae,Undefined
146545,Merismopedia,Other
146547,Nostocales,Undefined
146548,Oscillatoriaceae,Undefined
146549,Oscillatoria,Other
146551,Planktothrix,Other
146552,Planktothrix agardhii,Other
146556,Microcystaceae,Undefined
146557,Microcystis,Other
146558,Microcystis aeruginosa,Other
146562,Aphanocapsa,Other
146579,Dactylococcopsis,Undefined
146582,Pleurocapsa,Undefined
146584,Nostocaceae,Undefined
146585,Anabaena,Other
146596,Trochiscia,Undefined
146602,Gloeocapsa,Other
146603,Oscillatoriales,Other
146605,Entophysalidaceae,Undefined
146606,Pseudanabaenaceae,Other
146608,Merismopediaceae,Undefined
146612,Hyellaceae,Undefined
146622,Plectonema,Undefined
146623,Rivularia,Undefined
146624,Calothrix,Other
146627,Hyella,Undefined
146629,Xenococcus,Undefined
146636,Plectonema terebrans,Undefined
146639,Myxosarcina,Undefined
146651,Rivulariaceae,Undefined
146664,Dermocarpellaceae,Undefined
146665,Xenococcaceae,Undefined
146690,Phormidium,Undefined
146712,Pleurocapsales,Undefined
146873,Cyprididae,Undefined
146900,Crassostrea angulata,Undefined
146952,Tellimya ferruginosa,Undefined
146959,Gracilariopsis,Undefined
146994,Leptolyngbya,Undefined
146996,Leptostraca,Undefined
147010,Mastigocoleus,Undefined
